Record Date,Parent ID,Classification ID,Classification Description,October Receipts and Outlays Amount,November Receipts and Outlays Amount,December Receipts and Outlays Amount,January Receipts and Outlays Amount,February Receipts and Outlays Amount,March Receipts and Outlays Amount,April Receipts and Outlays Amount,May Receipts and Outlays Amount,June Receipts and Outlays Amount,July Receipts and Outlays Amount,August Receipts and Outlays Amount,September Receipts and Outlays Amount,Current FYTD Receipt or Outlay Amount,Prior FYTD Receipt or Outlay Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2023-09-30,52763162,52763164,National Service Life,30105850.89,28871254.43,28305491.78,31051031.64,26308462.23,25682512.81,23560243.28,-3329768.33,31465170.37,10051232.85,24227896.28,31124601.74,287423979.97,428353582.75,7,63,63,796,D,P,3,2.17.2,2023,4,2023,3,09,30
2023-09-30,52763162,52763165,Other,10606559121.97,11328489980.66,12315812630.91,11070061547.20,11858378916.15,15766443401.82,11313884980.20,13092104653.03,10442689647.47,12012190380.22,12761534003.39,16963027376.59,149531176639.61,133706461668.63,7,64,64,798,D,P,3,2.17.3,2023,4,2023,3,09,30
2023-09-30,52763117,52763166,Corps of Engineers,504724762.84,1109357373.82,1071777588.38,275272982.96,728579677.43,892414515.80,515720465.40,831683689.40,817952120.11,892305705.67,994618736.26,-828643491.04,7805764127.03,8176425121.33,7,65,65,800,D,C,2,2.18,2023,4,2023,3,09,30
2023-09-30,52763117,52763167,Other Defense Civil Programs,-127029493.77,5575747853.14,11316863732.30,1519941815.43,6738799182.15,10813435410.18,-1889706008.31,5615728250.27,11583275907.07,573133960.86,5021976683.82,12185896509.06,68928063802.20,56869545213.16,7,66,66,805,D,C,2,2.19,2023,4,2023,3,09,30
2023-09-30,52763117,52763168,Environmental Protection Agency,770037459.47,706023428.08,849000269.29,691125426.05,793654954.01,962481318.29,843238584.35,960883353.17,1222076214.96,966509501.87,2652578015.84,1168639340.22,12586247865.60,9279122399.58,7,67,67,810,D,C,2,2.20,2023,4,2023,3,09,30
2023-09-30,52763117,52763169,Executive Office of the President,42035459.70,37408466.52,40143362.69,39240831.67,39982964.36,58000775.21,40554264.47,48830174.46,43814446.81,45172794.15,53673604.22,54238349.16,543095493.42,457779472.73,7,68,68,815,D,C,2,2.21,2023,4,2023,3,09,30
2023-09-30,52763117,52763170,General Services Administration,-283593934.85,128367953.93,64070582.50,-398625623.85,-61148540.68,365208049.69,-409055629.88,222766927.21,123623597.86,-347152942.17,302785099.26,-407145170.86,-699899631.84,-1202157727.25,7,69,69,820,D,C,2,2.22,2023,4,2023,3,09,30
2023-09-30,52763117,52763171,International Assistance Programs:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,70,70,825,S,C,2,2.23,2023,4,2023,3,09,30
2023-09-30,52763171,52763172,International Security Assistance,2038039892.34,5500520829.74,2057337316.59,413867009.60,6182013045.90,3200443941.59,484098465.33,2915506686.71,1890338355.70,390752946.49,2085688200.40,1996037841.65,29154644532.04,26041785421.35,7,71,71,826,D,B,3,2.23.1,2023,4,2023,3,09,30
2023-09-30,52763171,52763173,Multilateral Assistance,321862182.46,260324644.51,1079448.71,2395166.52,15177494.20,419475131.57,1282963753.86,373895440.74,58106921.75,3373103.04,3705824.47,6633051.52,2748992163.35,3169730845.92,7,72,72,827,D,B,3,2.23.2,2023,4,2023,3,09,30
2023-09-30,52763171,52763174,Agency for International Development,1594919059.07,997581820.39,969785350.25,1886830430.65,866181564.24,1110011578.99,967274357.26,2403179915.21,1054097620.32,1669832190.82,738674483.87,1216875521.45,15475243892.52,10358506470.28,7,73,73,828,D,B,3,2.23.3,2023,4,2023,3,09,30
2023-09-30,52763171,52763176,Other,-365837598.22,-1049819974.72,-2745490568.57,-2565848306.41,-931945045.13,-533124198.07,109842345.24,-337129522.39,-528346955.80,97579933.56,-1283937700.58,-1194474792.81,-11328532383.90,-3736091691.86,7,74,74,829,D,P,3,2.23.4,2023,4,2023,3,09,30
2023-09-30,52763117,52763177,National Aeronautics and Space Administration,1715341015.38,2108890710.13,3008119689.61,1641711805.90,1607305955.31,2367524063.56,1800085503.93,2083488800.25,2083669800.24,1754456318.48,2304086586.40,2844360148.80,25319040397.99,23078751681.59,7,75,75,840,D,C,2,2.24,2023,4,2023,3,09,30
2023-09-30,52763117,52763178,National Science Foundation,691088958.73,652992320.53,625182479.61,594770215.08,679796662.64,691566191.54,628620980.45,660806834.84,843382530.09,829413364.56,1054670026.80,998478310.71,8950768875.58,8132801551.27,7,76,76,845,D,C,2,2.25,2023,4,2023,3,09,30
2023-09-30,52763117,52763179,Office of Personnel Management,10102715305.67,10110052819.04,9535897274.40,10876323581.47,9689441837.53,9867016974.69,10882782631.97,10476546624.96,10309749036.24,10434962436.98,10669536272.09,9552563492.97,122507588288.01,113572132561.81,7,77,77,850,D,C,2,2.26,2023,4,2023,3,09,30
2023-09-30,52763117,52763180,Small Business Administration,289845971.94,157016897.41,107227909.94,208060560.02,157686697.05,221433566.17,23901594715.65,178305489.58,117616269.66,213662297.32,314173210.25,204953881.08,26071577466.07,23199309564.01,7,78,78,855,D,C,2,2.27,2023,4,2023,3,09,30
2023-09-30,52763117,52763181,Social Security Administration:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,79,79,860,S,C,2,2.28,2023,4,2023,3,09,30
2023-09-30,52763181,52763182,Federal Old-Age and Survivors Insurance Trust Fund (Off-Budget),92399969901.69,92255323509.81,92179715869.28,100550683603.00,101095506823.20,101675207923.37,102092356918.73,102768854357.34,108257163621.71,102619017146.41,103062924770.24,103047797795.04,1202004522239.82,1073280220110.47,7,80,80,880,D,P,3,2.28.1,2023,4,2023,3,09,30
2023-09-30,52763181,52763183,Federal Disability Insurance Trust Fund (Off-Budget),12225221470.32,11901810703.69,12057442471.75,12971936856.91,12869969767.40,13010897671.20,12949872994.38,12795036547.29,12917607995.49,12963734010.86,12904847282.93,12950770123.68,152519147895.90,145391940975.84,7,81,81,900,D,P,3,2.28.2,2023,4,2023,3,09,30
2023-09-30,52763181,52763184,Other,-4422278.28,4923147483.28,9851021279.81,286913840.76,5335131088.24,10290235424.16,259120186.18,5276576331.55,9861282591.11,288362344.81,5258442620.35,10178316554.84,61804127466.81,63383364812.79,7,82,82,905,D,P,3,2.28.3,2023,4,2023,3,09,30
2023-09-30,52763117,52763185,Independent Agencies,null,null,null,null,null,null,null,null,null,null,null,null,null,-206119500.00,7,83,83,909,D,C,2,2.29,2023,4,2023,3,09,30
2023-09-30,52763186,52763190,Deposit Insurance Fund,-86027278.93,-437234257.44,-1960638712.91,-173670360.56,-137404298.00,27390071794.80,12033431716.47,11663703599.14,-3124412113.45,-48594046.69,-46041681.31,46636276629.24,91709460990.36,-9346698422.73,7,84,85,913,D,P,4,2.29.1.1,2023,4,2023,3,09,30
2023-09-30,52763186,52763191,FSLIC Resolution Fund,-2397940.47,-2789209.18,-4142056.99,-3461264.94,-3169566.77,-3401399.72,-2898320.83,-4451274.57,-3897665.49,-4179128.48,-4263767.06,-4021402.18,-43072996.68,-7332209.17,7,85,86,914,D,P,4,2.29.1.2,2023,4,2023,3,09,30
2023-09-30,52763186,52763192,Office of Inspector General,null,null,null,null,null,null,null,null,null,null,null,47000000.00,47000000.00,45000000.00,7,86,87,916,D,P,4,2.29.1.3,2023,4,2023,3,09,30
2023-09-30,52763185,52763193,Postal Service:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,87,88,918,S,A,3,2.29.2,2023,4,2023,3,09,30
2023-09-30,52763193,52763194,Off-Budget:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,88,89,920,S,P,4,2.29.2.1,2023,4,2023,3,09,30
2023-09-30,52763194,52763195,Public Enterprise Funds,1238972101.81,-20685108.33,-152753264.66,-764138305.87,1406069642.89,-899966842.27,-1511895008.19,3975253803.03,-66696053.29,494521.44,-144057090.50,2077447603.91,5138045999.97,-697672342.30,7,89,90,921,D,P,5,2.29.2.1.1,2023,4,2023,3,09,30
2023-09-30,52763194,52763196,Other,55271232.88,null,10049315.06,205679452.06,null,null,null,null,null,null,null,770928.15,271770928.15,281539000.00,7,90,91,922,D,P,5,2.29.2.1.2,2023,4,2023,3,09,30
2023-09-30,52763193,52763197,Other,null,null,null,null,50253000.00,null,null,null,null,null,null,null,50253000.00,3052570000.00,7,91,92,924,D,P,4,2.29.2.2,2023,4,2023,3,09,30
2023-09-30,52763185,52763198,Tennessee Valley Authority,-37817265.24,150932889.77,326455480.43,235375291.75,-269550872.70,-31110898.44,-135676188.60,128547373.81,130030453.11,-33126725.50,-188784219.88,-91871295.03,183404023.48,-212086838.90,7,92,93,930,D,A,3,2.29.3,2023,4,2023,3,09,30
2023-09-30,52763185,52763199,Other,5110081169.18,2940982743.96,3316918322.65,3381138786.25,2735843347.94,4203205652.76,3272968124.82,3880201466.75,-1810023381.95,3006235063.77,3655761985.09,3211532334.07,36904845615.29,36919961958.32,7,93,94,940,D,A,3,2.29.4,2023,4,2023,3,09,30
2023-09-30,52763117,52763200,Undistributed Offsetting Receipts:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,94,95,950,S,SL,2,2.30,2023,4,2023,3,09,30
2023-09-30,52763200,52763201,"Employer Share, Employee Retirement",-28831575650.55,-8151035083.60,-8252864099.53,-8297679153.82,-8386822031.66,-9514114916.63,-8495017742.92,-9138292068.03,-8777010214.68,-8744748301.09,-8808090712.22,-9595039224.81,-124992289199.54,-119627895674.37,7,95,96,970,D,UORG,3,2.30.1,2023,4,2023,3,09,30
2023-09-30,52763200,52763202,Interest Received by Trust Funds,-4135662866.79,-5971896045.75,-51421812220.09,-1970103308.20,-3337438122.84,-9544554609.26,-10144178492.92,-6830049064.58,-55359486081.89,-5615893580.08,-10535930299.20,-4276834422.91,-169143839114.51,-183967026762.90,7,96,97,980,D,UORG,3,2.30.2,2023,4,2023,3,09,30
2023-09-30,52763200,52763203,Rents and Royalties on the Outer Continental Shelf Lands,-714880909.27,-571462341.93,-260639326.10,-786484574.20,-843535312.78,-327855165.81,-437476528.55,-1103742193.61,-610972167.35,-484542638.21,-570253588.59,-222255537.69,-6934100284.09,-11830874055.32,7,97,98,1000,D,UORG,3,2.30.3,2023,4,2023,3,09,30
2023-09-30,52763200,52763205,Other,-513311.22,-498514.56,-550387.10,-584743.27,-621884.67,-692899.29,-498488.50,-554375.37,-1213009.91,-820897.91,-770317.26,-705324.95,-8024154.01,-103508110963.22,7,98,99,1010,D,UORG,3,2.30.4,2023,4,2023,3,09,30
2023-09-30,52763117,52763206,Totals This Year:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,99,100,1020,S,SL,2,2.31,2023,4,2023,3,09,30
2023-09-30,52763206,52763207,Total Outlays,406374243972.26,500645689634.98,539943108237.40,486072090101.51,524547752690.11,691316680884.15,462339570809.39,547835120008.78,646085314907.01,496942951497.45,193874633463.53,638454884244.74,6134432040451.31,null,7,100,101,1030,T,SL,3,2.31.1,2023,4,2023,3,09,30
2023-09-30,52763207,52763208,(On-Budget),315869466657.34,399543008345.04,467639162353.05,388956907971.10,411259975954.28,579979551993.95,361603393405.13,430380332180.36,558489084341.68,396383035826.42,80414596003.24,523171798492.31,4913690313523.90,null,7,101,102,1040,T,SL,4,2.31.1.1,2023,4,2023,3,09,30
2023-09-30,52763207,52763209,(Off-Budget),90504777314.92,101102681289.94,72303945884.35,97115182130.41,113287776735.83,111337128890.20,100736177404.26,117454787828.42,87596230565.33,100559915671.03,113460037460.29,115283085752.43,1220741726927.41,null,7,102,103,1050,T,SL,4,2.31.1.2,2023,4,2023,3,09,30
2023-09-30,52763206,52763210,Total-Surplus (+) or Deficit (-),-87874164113.17,-248534880652.58,-85000736577.88,-38783772139.22,-262433843194.23,-378076316471.74,176180790349.12,-240348239658.37,-227768412538.05,-220782097353.60,89255572693.73,-170982200874.78,-1695148300530.77,null,7,103,104,1060,T,SL,3,2.31.2,2023,4,2023,3,09,30
2023-09-30,52763210,52763211,(On-Budget),-73242386798.25,-229070199362.64,-109503994648.42,-49927590008.81,-243040066458.40,-369972580465.35,156774967753.38,-217501451829.95,-284820123953.24,-208111181682.57,112879610154.02,-152626896821.30,-1668161894121.53,null,7,104,105,1070,T,SL,4,2.31.2.1,2023,4,2023,3,09,30
2023-09-30,52763210,52763212,(Off-Budget),-14631777314.92,-19464681289.94,24503258070.54,11143817869.59,-19393776735.83,-8103736006.39,19405822595.74,-22846787828.42,57051711415.19,-12670915671.03,-23624037460.29,-18355304053.48,-26986406409.24,null,7,105,106,1080,T,SL,4,2.31.2.2,2023,4,2023,3,09,30
2023-09-30,52763206,52763213,Total Borrowing from the Public,43243670869.38,194995959285.43,-36185026438.15,67209384196.30,21385792016.22,81031258790.53,-87786761537.74,19084631611.61,823324536210.47,244162805037.80,328271110443.02,283931960708.82,1982669321193.69,1969815254676.49,7,106,107,1086,T,SL,3,2.31.3,2023,4,2023,3,09,30
2023-09-30,52763206,52763214,Total-Outlays Prior Year,448982710150.65,472543054095.56,508026138798.77,346374868966.76,506447018605.53,507799156854.21,555428621255.97,455210973269.82,549598223836.55,480382717086.76,523317744208.34,917489202681.77,null,6271600429810.69,7,107,108,1090,T,SLI,3,2.31.4,2023,4,2023,3,09,30
2023-09-30,52763214,52763215,(On-Budget),365311910948.29,379420269662.95,447073587808.75,259080332232.89,406256703653.88,407601645795.21,465346097979.21,353894482913.59,475908098665.61,391023874475.75,422041779676.16,817484703162.63,null,5190443486974.92,7,108,109,1100,T,SLI,4,2.31.4.1,2023,4,2023,3,09,30
2023-09-30,52763214,52763216,(Off-Budget),83670799202.36,93122784432.61,60952550990.02,87294536733.87,100190314951.65,100197511059.00,90082523276.76,101316490356.23,73690125170.94,89358842611.01,101275964532.18,100004499519.14,null,1081156942835.77,7,109,110,1110,T,SLI,4,2.31.4.2,2023,4,2023,3,09,30
2023-09-30,52763206,52763217,Total-Surplus (+) or Deficit (-) Prior Year,-165055366933.25,-191335044284.96,-21303129425.23,118698858241.66,-216589752056.05,-192633669610.52,308215060526.79,-66222513681.58,-88841513216.92,-211051760050.26,-219596240949.64,-429766184167.80,null,-1375481255607.76,7,110,111,1130,T,SLI,3,2.31.5,2023,4,2023,3,09,30
2023-09-30,52763217,52763218,(On-Budget),-152676567730.89,-175267259852.35,-46479849280.18,106321394975.53,-197471437104.40,-182051096612.01,288475583803.55,-50188023325.35,-121464453748.17,-201706917439.25,-204498276417.46,-423292327108.69,null,-1360299229839.67,7,111,112,1140,T,SLI,4,2.31.5.1,2023,4,2023,3,09,30
2023-09-30,52763217,52763219,(Off-Budget),-12378799202.36,-16067784432.61,25176719854.95,12377463266.13,-19118314951.65,-10582572998.51,19739476723.24,-16034490356.23,32622940531.25,-9344842611.01,-15097964532.18,-6473857059.11,null,-15182025768.09,7,112,113,1150,T,SLI,4,2.31.5.2,2023,4,2023,3,09,30
2023-08-31,null,52525141,Receipts:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,1,1,10,S,SL,1,1,2023,4,2023,3,08,31
2023-08-31,52525141,52525142,Individual Income Taxes,175349242554.17,113700784773.51,215538505311.62,262289948283.47,111985835689.65,150519707440.03,380938233742.69,134183886799.94,149037100920.64,131656013767.79,130260689813.88,null,1955459949097.39,2404419075372.07,7,2,2,20,D,RSG,2,1.1,2023,4,2023,3,08,31
2023-08-31,52525141,52525143,Corporation Income Taxes,14629957118.97,2942855079.61,87817882996.26,20827935935.86,2288002805.93,11487153925.76,80580531694.05,13789862511.45,71528192719.05,14252304707.68,4310923013.46,null,324455602508.08,318923856733.35,7,3,3,30,D,RSG,2,1.2,2023,4,2023,3,08,31
2023-08-31,52525141,52525144,Social Insurance and Retirement Receipts:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,4,4,50,S,RSG,2,1.3,2023,4,2023,3,08,31
2023-08-31,52525144,52525145,Employment and General Retirement,103735430780.98,111794964291.29,131685032489.73,141683559043.57,119678037968.92,131292486155.08,156568592679.52,122082016661.81,179016210455.86,114294514480.36,116898143847.14,null,1428728988854.26,1284877566101.73,7,5,5,70,D,RSG,3,1.3.1,2023,4,2023,3,08,31
2023-08-31,52525144,52525146,Unemployment Insurance,3741007300.52,3006815366.80,529695490.72,5967623128.74,2590996088.89,578909637.07,6148453501.88,17505595751.89,967793133.43,4101256826.33,4015964458.15,null,49154110684.42,66097914778.76,7,6,6,80,D,RSG,3,1.3.2,2023,4,2023,3,08,31
2023-08-31,52525144,52525147,Other Retirement,543148594.13,528669881.30,534218469.25,515541920.80,540345447.41,681136464.57,527473301.68,622054922.66,578659455.46,552684550.77,560788289.35,null,6184721297.38,5667980667.19,7,7,7,90,D,RSG,3,1.3.3,2023,4,2023,3,08,31
2023-08-31,52525141,52525148,Excise Taxes,5812154792.93,8043174547.84,7105776371.75,5154096614.33,6258423964.98,7741130699.57,3336835809.99,8195221462.67,7770783941.33,742407192.62,8446068070.32,null,68606073468.33,76048023083.72,7,8,8,100,D,RSG,2,1.4,2023,4,2023,3,08,31
2023-08-31,52525141,52525149,Estate and Gift Taxes,2805666262.48,2618243065.18,1610693781.33,2098797786.91,9645536824.44,2293945689.06,1959803251.01,3141779905.92,1656099271.30,1130558036.64,2877426826.66,null,31838550700.93,29087968740.20,7,9,9,110,D,RSG,2,1.5,2023,4,2023,3,08,31
2023-08-31,52525141,52525150,Customs Duties,8163250209.25,7171471870.09,6552387161.58,6837686960.86,6349062416.75,6151606563.07,6349693066.66,6373091749.05,6475488282.78,6909949193.88,6325140881.04,null,73658828355.01,91166512419.39,7,10,10,120,D,RSG,2,1.6,2023,4,2023,3,08,31
2023-08-31,52525141,52525151,Miscellaneous Receipts,3720222245.66,2303830106.78,3568179587.28,1913128287.75,2777668288.91,2494287838.20,2110744111.03,1593370585.02,1286574189.11,2521165387.78,9435060957.26,null,33724231584.78,132107257792.55,7,11,11,130,D,RSG,2,1.7,2023,4,2023,3,08,31
2023-08-31,52525141,52525152,Total--Receipts This Year,318500079859.09,252110808982.40,454942371659.52,447288317962.29,262113909495.88,313240364412.41,638520361158.51,307486880350.41,418316902368.96,276160854143.85,283130206157.26,null,3971811056550.58,null,7,12,12,140,T,SL,2,1.8,2023,4,2023,3,08,31
2023-08-31,52525152,52525153,(On-Budget),242627079859.09,170472808982.40,358135167704.63,339029317962.29,168219909495.88,210006971528.60,518378361158.51,212878880350.41,273668960388.44,188271854143.85,193294206157.26,null,2874983517731.36,null,7,13,13,150,T,SL,3,1.8.1,2023,4,2023,3,08,31
2023-08-31,52525152,52525154,(Off-Budget),75873000000.00,81638000000.00,96807203954.89,108259000000.00,93894000000.00,103233392883.81,120142000000.00,94608000000.00,144647941980.52,87889000000.00,89836000000.00,null,1096827538819.22,null,7,14,14,160,T,SL,3,1.8.2,2023,4,2023,3,08,31
2023-08-31,52525141,52525155,Total--Receipts Prior Year,283927343217.40,281208009810.60,486723009373.54,465073727208.42,289857266549.48,315165487243.69,863643681782.76,388988459588.24,460756710619.63,269330957036.50,303721503258.70,null,null,4408396155688.96,7,15,15,170,T,SLI,2,1.9,2023,4,2023,3,08,31
2023-08-31,52525155,52525156,(On-Budget),212635343217.40,204153009810.60,400593738528.57,365401727208.42,208785266549.48,225550549183.20,753821681782.76,303706459588.24,354443644917.44,189316957036.50,217543503258.70,null,null,3435951881081.31,7,16,16,180,T,SLI,3,1.9.1,2023,4,2023,3,08,31
2023-08-31,52525155,52525157,(Off-Budget),71292000000.00,77055000000.00,86129270844.97,99672000000.00,81072000000.00,89614938060.49,109822000000.00,85282000000.00,106313065702.19,80014000000.00,86178000000.00,null,null,972444274607.65,7,17,17,190,T,SLI,3,1.9.2,2023,4,2023,3,08,31
2023-08-31,null,52525158,Outlays:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,18,18,200,S,SL,1,2,2023,4,2023,3,08,31
2023-08-31,52525158,52525159,Legislative Branch,683995977.72,494610510.03,432152937.21,825695889.82,398274520.61,503060980.68,455373161.10,614455221.01,502304484.04,521614458.15,505279650.61,null,5936817790.98,5244867915.96,7,19,19,210,D,C,2,2.1,2023,4,2023,3,08,31
2023-08-31,52525158,52525160,Judicial Branch,667078398.11,692652311.35,731801661.67,723868573.48,731898822.37,934168692.61,646594067.34,785112825.44,775808085.60,689131725.60,737003055.57,null,8115118219.14,7848550623.39,7,20,20,220,D,C,2,2.2,2023,4,2023,3,08,31
2023-08-31,52525158,52525161,Department of Agriculture:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,21,21,280,S,C,2,2.3,2023,4,2023,3,08,31
2023-08-31,52525161,52525162,Commodity Credit Corporation,3058115337.27,2083647983.50,1683084632.57,548895834.25,-9125005.40,-108849776.94,-142707335.93,-112770396.17,-111456661.23,-30526688.48,209229909.86,null,7067537833.30,6683854415.25,7,22,22,290,D,P,3,2.3.1,2023,4,2023,3,08,31
2023-08-31,52525161,52525163,Foreign Agricultural Service,187901604.99,198266094.34,167572272.79,246583684.13,98796202.25,218355823.11,259019267.74,249420428.44,176034917.45,199302410.36,121821034.98,null,2123073740.58,2404490042.25,7,23,23,310,D,B,3,2.3.2,2023,4,2023,3,08,31
2023-08-31,52525161,52525164,Other,22654580525.83,23650892131.02,19449748450.88,21808751565.96,18354731407.80,18108841546.03,15484698990.30,16345492405.28,17976490946.47,15450340123.79,15427304273.24,null,204711872366.60,220264878294.29,7,24,24,320,D,P,3,2.3.3,2023,4,2023,3,08,31
2023-08-31,52525158,52525165,Department of Commerce,1039128530.65,933907027.19,1034325927.12,869839626.29,894948423.98,978956001.65,883585010.29,1192529913.12,1140342365.69,985475682.86,1061739467.04,null,11014777975.88,11023535782.57,7,25,25,330,D,C,2,2.4,2023,4,2023,3,08,31
2023-08-31,52525158,52525166,Department of Defense--Military Programs:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,26,26,340,S,C,2,2.5,2023,4,2023,3,08,31
2023-08-31,52525166,52525167,Military Personnel,27586668479.00,13212344653.57,17731273237.50,8157767851.69,13790868957.51,18732318725.66,9369308632.15,13053007948.29,19862328775.91,8331474271.90,14904742204.29,null,164732103737.47,161492434430.31,7,27,27,355,D,B,3,2.5.1,2023,4,2023,3,08,31
2023-08-31,52525166,52525168,Operation and Maintenance,20316221022.98,24200360919.04,27473029732.73,23330591021.22,24104054351.98,31784283508.04,23885977516.10,28636464236.70,27896670299.89,24561974617.58,28303363604.06,null,284492990830.32,260871740636.88,7,28,28,360,D,B,3,2.5.2,2023,4,2023,3,08,31
2023-08-31,52525166,52525170,Procurement,8772314580.16,15360667035.65,14798875738.89,7132541699.30,9973381418.56,13105078928.06,9869801893.52,11211643197.20,15975988097.00,10323002919.23,11021615335.08,null,127544910842.65,119974019591.88,7,29,29,365,D,B,3,2.5.3,2023,4,2023,3,08,31
2023-08-31,52525166,52525171,"Research, Development, Test, and Evaluation",14981460423.54,3905840134.09,11319734470.79,6323871499.10,8157207325.93,13706509574.71,10734685558.28,8461621632.60,10007011173.38,9605561364.64,11203034232.97,null,108406537390.03,95811182813.61,7,30,30,371,D,B,3,2.5.4,2023,4,2023,3,08,31
2023-08-31,52525166,52525172,Military Construction,579405784.08,1300974841.48,846430246.08,759709597.56,736827361.03,1073295456.37,693863675.78,1002839032.32,831497758.44,776745866.81,1054953453.08,null,9656543073.03,9088628844.53,7,31,31,375,D,B,3,2.5.5,2023,4,2023,3,08,31
2023-08-31,52525166,52525173,Family Housing,94419345.22,117704394.80,125597174.54,91125748.36,101206419.90,146413250.62,104274407.16,117714606.82,107074436.64,125000674.29,179291894.13,null,1309822352.48,1292793209.22,7,32,32,380,D,B,3,2.5.6,2023,4,2023,3,08,31
2023-08-31,52525166,52525174,Revolving and Management Funds,499504095.89,446604934.36,449563791.69,618539568.61,-430226676.96,927386187.35,-724759023.89,-661518301.52,178695404.43,-991201876.04,-141791822.19,null,170796281.73,1276588758.89,7,33,33,385,D,B,3,2.5.7,2023,4,2023,3,08,31
2023-08-31,52525166,52525175,Other,280445151.34,-151843619.68,91644565.69,-159401439.05,-153187878.47,-94037608.68,-447513419.81,-12993600.57,-3539938.61,-67170072.75,-158402911.46,null,-876000772.05,-546293393.85,7,34,34,395,D,P,3,2.5.8,2023,4,2023,3,08,31
2023-08-31,52525166,52525176,Total Department of Defense--Military Programs,73110438882.21,58392653293.31,72836148957.91,46254745546.79,56280131279.48,79381248022.13,53485639239.29,61808778751.84,74855726007.08,52665387765.66,66366805989.96,null,695437703735.66,649261094891.47,7,35,35,400,T,C,3,2.5.9,2023,4,2023,3,08,31
2023-08-31,52525158,52525177,Department of Education,14970218551.41,22394817599.90,17883807683.37,16162463754.00,14675291538.77,38077324723.63,9577858087.12,12048733597.52,26503458541.49,82920807258.01,-319587778308.20,null,-64372996972.98,193712605933.09,7,36,36,420,D,C,2,2.6,2023,4,2023,3,08,31
2023-08-31,52525158,52525178,Department of Energy,946733275.43,1704409864.60,2983382446.51,2314007227.82,3499680970.51,3796914589.92,3369150930.93,3042298595.54,3071122133.00,2664270718.29,2561281705.32,null,29953252457.87,20880820001.90,7,37,37,430,D,C,2,2.7,2023,4,2023,3,08,31
2023-08-31,52525158,52525179,Department of Health and Human Services:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,38,38,450,S,C,2,2.8,2023,4,2023,3,08,31
2023-08-31,52525179,52525180,National Institutes of Health,3511330522.91,4791868473.77,3095305584.72,3529010534.39,3589857236.24,4009433102.19,3501574914.32,3912434217.82,4026315301.45,3817746851.99,4243975167.04,null,42028851906.84,37200561641.48,7,39,39,460,D,B,3,2.8.1,2023,4,2023,3,08,31
2023-08-31,52525179,52525181,Centers for Medicare and Medicaid Services:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,40,40,480,S,B,3,2.8.2,2023,4,2023,3,08,31
2023-08-31,52525181,52525182,Grants to States for Medicaid,46869513887.43,47331716281.35,53640781636.75,47902256224.85,49580422408.32,64442300861.74,49064079324.43,58266618098.97,54306337437.26,47066847123.64,48377867967.98,null,566848741252.72,540535433310.40,7,41,41,490,D,P,4,2.8.2.1,2023,4,2023,3,08,31
2023-08-31,52525181,52525183,Federal Hospital Insurance Trust Fund,14140214310.53,33526766068.57,35718618657.31,32358812217.25,32343567961.43,50630897110.54,16454739089.80,32986428155.72,57847097322.44,16641372887.61,34036253004.80,null,356684766786.00,335383897269.63,7,42,42,500,D,P,4,2.8.2.2,2023,4,2023,3,08,31
2023-08-31,52525181,52525184,Federal Supplementary Medical Insurance Trust Fund,17796651365.38,51136436102.48,45869265984.30,52500225673.13,48640581856.80,80432167458.13,17902771685.07,52110082569.62,94911445477.51,17890397323.66,52013384423.36,null,531203409919.44,507668178760.28,7,43,43,520,D,P,4,2.8.2.3,2023,4,2023,3,08,31
2023-08-31,52525181,52525185,Other,43960415357.91,36555209587.51,44734210372.61,46213687982.38,36388767237.81,39225639473.30,53841738014.50,40402892356.46,43650040820.06,39279869969.22,39354652513.95,null,463607123685.71,449993954893.44,7,44,44,530,D,P,4,2.8.2.4,2023,4,2023,3,08,31
2023-08-31,52525179,52525186,Administration for Children and Families,7274277951.98,6735964360.91,7771487917.92,6763938238.69,6824930623.19,8079532947.35,7352502310.39,7655969507.80,7382116257.42,6953573783.52,6979988704.82,null,79774282603.99,78001588384.72,7,45,45,560,D,B,3,2.8.3,2023,4,2023,3,08,31
2023-08-31,52525179,52525187,Other,-46061994844.93,-36145564266.11,-54523983912.13,-51165464081.10,-40908022781.07,-45853857196.83,-60452931646.53,-43452627438.94,-51737087114.73,-46430968026.22,-44890194760.19,null,-521622696068.78,-481308565675.06,7,46,46,570,D,P,3,2.8.4,2023,4,2023,3,08,31
