Record Date,Parent ID,Classification ID,Classification Description,Current Month Gross Receipts Amount,Current Month Refund Amount,Current Month Net Receipts Amount,Current Fiscal Year to Date Gross Receipts Amount,Current Fiscal Year to Date Refund Amount,Current Fiscal Year to Date Net Receipts Amount,Prior Fiscal Year to Date Gross Receipts Amount,Prior Fiscal Year to Date Refund Amount,Prior Fiscal Year to Date Net Receipts Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2023-06-30,52061498,52061502,Adjustments Attributable to Prior Years-FICA,29151464627.22,null,29151464627.22,39365182842.06,null,39365182842.06,7647838009.98,null,7647838009.98,4,12,12,209,D,SRS,4,3.1.1.3,2023,3,2023,2,06,30
2023-06-30,52061498,52061503,Adjustments Attrbutable to Prior Years-SECA,392302975.81,null,392302975.81,-1556028135.52,null,-1556028135.52,614636394.62,null,614636394.62,4,13,13,14360,D,SRS,4,3.1.1.4,2023,3,2023,2,06,30
2023-06-30,52061498,52061504,Total -- Federal Old-Age and Survivors Insurance Trust Fund,123638767603.03,null,123638767603.03,785658154706.54,null,785658154706.54,689168474404.60,null,689168474404.60,4,14,14,210,T,RSG,4,3.1.1.5,2023,3,2023,2,06,30
2023-06-30,52061497,52061507,Federal Disability Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,15,15,211,S,RSG,3,3.1.2,2023,3,2023,2,06,30
2023-06-30,52061507,52061509,Federal Insurance Contributions Act Taxes,14826000000.00,null,14826000000.00,120496000000.00,null,120496000000.00,109170000000.00,null,109170000000.00,4,16,16,212,D,SRS,4,3.1.2.1,2023,3,2023,2,06,30
2023-06-30,52061507,52061511,Self-Employment Contributions Act Taxes,1153000000.00,null,1153000000.00,6499000000.00,null,6499000000.00,6458000000.00,null,6458000000.00,4,17,17,214,D,SRS,4,3.1.2.2,2023,3,2023,2,06,30
2023-06-30,52061507,52061515,Adjustments Attributable to Prior Years-FICA,4952891664.18,null,4952891664.18,6683939792.35,null,6683939792.35,1319887592.88,null,1319887592.88,4,18,18,219,D,SRS,4,3.1.2.3,2023,3,2023,2,06,30
2023-06-30,52061507,52061517,Adjustments Attributable to Prior Years-SECA,77282713.31,null,77282713.31,-234555679.67,null,-234555679.67,135912610.17,null,135912610.17,4,19,19,14361,D,SRS,4,3.1.2.4,2023,3,2023,2,06,30
2023-06-30,52061507,52061519,Total -- Federal Disability Insurance Trust Fund,21009174377.49,null,21009174377.49,133444384112.68,null,133444384112.68,117083800203.05,null,117083800203.05,4,20,20,220,T,RSG,4,3.1.2.5,2023,3,2023,2,06,30
2023-06-30,52061497,52061521,Federal Hospital Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,21,21,221,S,RSG,3,3.1.3,2023,3,2023,2,06,30
2023-06-30,52061521,52061523,Federal Insurance Contributions Act Taxes,28865000000.00,null,28865000000.00,251737000000.00,null,251737000000.00,229705000000.00,null,229705000000.00,4,22,22,222,D,SRS,4,3.1.3.1,2023,3,2023,2,06,30
2023-06-30,52061521,52061526,Self-Employment Contributions Act Taxes,3639000000.00,null,3639000000.00,17676000000.00,null,17676000000.00,17788000000.00,null,17788000000.00,4,23,23,224,D,SRS,4,3.1.3.2,2023,3,2023,2,06,30
2023-06-30,52061521,52061528,Receipts from Railroad Retirement Board,573200000.00,null,573200000.00,573200000.00,null,573200000.00,505300000.00,null,505300000.00,4,24,24,226,D,SRS,4,3.1.3.3,2023,3,2023,2,06,30
2023-06-30,52061521,52061533,Adjustments Attributable to Prior Years-FICA,1155169910.43,null,1155169910.43,3669711838.64,null,3669711838.64,8059363279.86,null,8059363279.86,4,25,25,228,D,SRS,4,3.1.3.4,2023,3,2023,2,06,30
2023-06-30,52061521,52061537,Adjustments Attributable to Prior Years-SECA,138990501.96,null,138990501.96,-234056889.82,null,-234056889.82,128139504.91,null,128139504.91,4,26,26,14362,D,SRS,4,3.1.3.5,2023,3,2023,2,06,30
2023-06-30,52061521,52061539,Total -- Federal Hospital Insurance Trust Fund,34371360412.39,null,34371360412.39,273421854948.82,null,273421854948.82,256185802784.77,null,256185802784.77,4,27,27,229,T,RSG,4,3.1.3.6,2023,3,2023,2,06,30
2023-06-30,52061497,52061541,Railroad Retirement:,null,null,null,null,null,null,null,null,null,4,28,28,230,S,RSG,3,3.1.4,2023,3,2023,2,06,30
2023-06-30,52061541,52061544,Rail Pension and Supplemental Annuity,302454875.95,506363.03,301948512.92,2854231245.06,11889510.42,2842341734.64,2467699358.31,1045023.03,2466654335.28,4,29,29,235,D,RSG,4,3.1.4.1,2023,3,2023,2,06,30
2023-06-30,52061541,52061547,Social Security Equivalent Account,-304604163.50,436286.47,-305040449.97,2175494322.01,5899297.93,2169595024.08,1666786362.12,898322.80,1665888039.32,4,30,30,240,D,RSG,4,3.1.4.2,2023,3,2023,2,06,30
2023-06-30,52061497,52061550,Total -- Employment and General Retirement,179017153105.36,942649.50,179016210455.86,1197554119335.11,17788808.35,1197536330526.76,1066572563112.85,1943345.83,1066570619767.02,4,31,31,241,T,RSG,3,3.1.5,2023,3,2023,2,06,30
2023-06-30,52061496,52061555,Unemployment Insurance:,null,null,null,null,null,null,null,null,null,4,32,32,250,S,RSG,2,3.2,2023,3,2023,2,06,30
2023-06-30,52061555,52061558,Deposits by States,927354521.20,null,927354521.20,33803514615.49,null,33803514615.49,47975387012.45,null,47975387012.45,4,33,33,251,D,RSG,3,3.2.1,2023,3,2023,2,06,30
2023-06-30,52061555,52061561,Federal Unemployment Taxes,70854772.41,30452964.72,40401807.69,7083291627.13,110141561.31,6973150065.82,6122861254.32,82077573.35,6040783680.97,4,34,34,254,D,RSG,3,3.2.2,2023,3,2023,2,06,30
2023-06-30,52061555,52061563,Railroad Unemployment Taxes,36804.54,null,36804.54,260224718.63,null,260224718.63,183557833.12,null,183557833.12,4,35,35,255,D,RSG,3,3.2.3,2023,3,2023,2,06,30
2023-06-30,52061555,52061566,Total -- Unemployment Insurance,998246098.15,30452964.72,967793133.43,41147030961.25,110141561.31,41036889399.94,54281806099.89,82077573.35,54199728526.54,4,36,36,269,T,RSG,3,3.2.4,2023,3,2023,2,06,30
2023-06-30,52061496,52061569,Other Retirement:,null,null,null,null,null,null,null,null,null,4,37,37,270,S,RSG,2,3.3,2023,3,2023,2,06,30
2023-06-30,52061569,52061571,Federal Employees' Retirement--Employee Share,576647582.17,null,576647582.17,5055355513.61,null,5055355513.61,4675622971.72,null,4675622971.72,4,38,38,279,D,RSG,3,3.3.1,2023,3,2023,2,06,30
2023-06-30,52061569,52061572,Non-Federal Employees Retirement,2011873.29,null,2011873.29,15892943.65,null,15892943.65,18468080.66,null,18468080.66,4,39,39,284,D,RSG,3,3.3.2,2023,3,2023,2,06,30
2023-06-30,52061569,52061575,Total -- Other Retirement,578659455.46,null,578659455.46,5071248457.26,null,5071248457.26,4694091052.38,null,4694091052.38,4,40,40,285,T,RSG,3,3.3.3,2023,3,2023,2,06,30
2023-06-30,52061496,52061576,Total -- Social Insurance and Retirement Receipts,180594058658.97,31395614.22,180562663044.75,1243772398753.62,127930369.66,1243644468383.96,1125548460265.12,84020919.18,1125464439345.94,4,41,41,286,T,RSG,2,3.4,2023,3,2023,2,06,30
2023-06-30,null,52061586,Excise Taxes:,null,null,null,null,null,null,null,null,null,4,42,42,300,S,RSG,1,4,2023,3,2023,2,06,30
2023-06-30,52061586,52061605,Miscellaneous Excise Taxes,2637803882.92,228545453.49,2409258429.43,23024130733.78,8351655910.66,14672474823.12,26228634864.85,3868052167.85,22360582697.00,4,43,43,305,D,RSG,2,4.1,2023,3,2023,2,06,30
2023-06-30,52061586,52061607,Airport and Airway Trust Fund,1658740000.00,null,1658740000.00,17586934257.14,44582739.57,17542351517.57,5273138689.35,16441646.67,5256697042.68,4,44,44,308,D,RSG,2,4.2,2023,3,2023,2,06,30
2023-06-30,52061586,52061608,Highway Trust Fund,3720113267.90,44937000.00,3675176267.90,27289348699.70,295212000.00,26994136699.70,33588199050.86,292945000.00,33295254050.86,4,45,45,310,D,RSG,2,4.3,2023,3,2023,2,06,30
2023-06-30,52061586,52061610,Black Lung Disability Trust Fund,27609244.00,null,27609244.00,208635165.00,null,208635165.00,122495023.00,null,122495023.00,4,46,46,313,D,RSG,2,4.4,2023,3,2023,2,06,30
2023-06-30,52061586,52061612,Total -- Excise Taxes,8044266394.82,273482453.49,7770783941.33,68109048855.62,8691450650.23,59417598205.39,65212467628.06,4177438814.52,61035028813.54,4,47,47,314,T,RSG,2,4.5,2023,3,2023,2,06,30
2023-06-30,null,52061613,Estate and Gift Taxes,1687364111.16,31264839.86,1656099271.30,29079809523.98,1249243686.35,27830565837.63,24717580634.08,686028141.16,24031552492.92,4,48,48,350,D,RSG,1,5,2023,3,2023,2,06,30
2023-06-30,null,52061615,Customs Duties,7123669730.38,648181447.60,6475488282.78,65367078000.98,4943339720.89,60423738280.09,78556946661.11,4376327609.86,74180619051.25,4,49,49,405,D,RSG,1,6,2023,3,2023,2,06,30
2023-06-30,null,52061616,Miscellaneous Receipts:,null,null,null,null,null,null,null,null,null,4,50,50,800,S,RSG,1,7,2023,3,2023,2,06,30
2023-06-30,52061616,52061617,"Deposit of Earnings, Federal Reserve System",null,null,null,555665126.38,null,555665126.38,93081895113.66,null,93081895113.66,4,51,51,805,D,RSG,2,7.1,2023,3,2023,2,06,30
2023-06-30,52061616,52061620,Universal Service Fund,649658919.12,null,649658919.12,5925688468.81,null,5925688468.81,5914527386.39,null,5914527386.39,4,52,52,807,D,RSG,2,7.2,2023,3,2023,2,06,30
2023-06-30,52061616,52061622,All Other,641591636.23,4676366.24,636915269.99,15305941692.36,19290047.81,15286651644.55,10118898323.95,8043560.97,10110854762.98,4,53,53,810,D,RSG,2,7.3,2023,3,2023,2,06,30
2023-06-30,52061616,52061623,Total -- Miscellaneous Receipts,1291250555.35,4676366.24,1286574189.11,21787295287.55,19290047.81,21768005239.74,109115320824.00,8043560.97,109107277263.03,4,54,54,820,T,RSG,2,7.4,2023,3,2023,2,06,30
2023-06-30,null,52061646,Total -- Receipts,445447750843.13,27130848474.17,418316902368.96,3785848569831.16,373328573581.69,3412519996249.47,4095677635136.89,260333939743.13,3835343695393.76,4,55,55,830,T,SL,1,8,2023,3,2023,2,06,30
2023-06-30,52061646,52061659,Total -- On-Budget,300799808862.61,27130848474.17,273668960388.44,2866746031011.94,373328573581.69,2493417457430.25,3289425360529.24,260333939743.13,3029091420786.11,4,56,56,840,T,SL,2,8.1,2023,3,2023,2,06,30
2023-06-30,52061646,52061663,Total -- Off-Budget,144647941980.52,null,144647941980.52,919102538819.22,null,919102538819.22,806252274607.65,null,806252274607.65,4,57,57,850,T,SL,2,8.2,2023,3,2023,2,06,30
2023-05-31,null,51817178,Individual Income Taxes,null,null,null,null,null,null,null,null,null,4,1,1,100,D,RSG,1,1,2023,3,2023,2,05,31
2023-05-31,51817178,51817179,Withheld,136840001084.26,null,null,1220226670833.65,null,null,1248103777792.61,null,null,4,2,2,102,D,SRS,2,1.1,2023,3,2023,2,05,31
2023-05-31,51817178,51817180,Presidential Election Campaign Fund,2049822.00,null,null,20557159.00,null,null,21025889.00,null,null,4,3,3,105,D,SRS,2,1.2,2023,3,2023,2,05,31
2023-05-31,51817178,51817181,Other,36863317125.94,null,null,629540980495.17,null,null,887022096695.71,null,null,4,4,4,110,D,SRS,2,1.3,2023,3,2023,2,05,31
2023-05-31,51817178,51817182,Total -- Individual Income Taxes,173705368032.20,39521481232.26,134183886799.94,1849788208487.82,305282063892.74,1544506144595.08,2135146900377.32,200490140554.57,1934656759822.75,4,5,5,120,T,RSG,2,1.4,2023,3,2023,2,05,31
2023-05-31,null,51817183,Corporation Income Taxes,17407445902.14,3617583390.69,13789862511.45,261237589529.14,26873407461.25,234364182067.89,258526218310.61,35028712499.39,223497505811.22,4,6,6,130,D,RSG,1,2,2023,3,2023,2,05,31
2023-05-31,null,51817184,Social Insurance and Retirement Receipts:,null,null,null,null,null,null,null,null,null,4,7,7,140,S,RSG,1,3,2023,3,2023,2,05,31
2023-05-31,51817184,51817185,Employment and General Retirement:,null,null,null,null,null,null,null,null,null,4,8,8,150,S,RSG,2,3.1,2023,3,2023,2,05,31
2023-05-31,51817185,51817186,Federal Old-Age and Survivors Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,9,9,160,S,RSG,3,3.1.1,2023,3,2023,2,05,31
2023-05-31,51817186,51817187,Federal Insurance Contributions Act Taxes,79927000000.00,null,79927000000.00,622273000000.00,null,622273000000.00,564052000000.00,null,564052000000.00,4,10,10,200,D,SRS,4,3.1.1.1,2023,3,2023,2,05,31
2023-05-31,51817186,51817188,Self-Employment Contributions Act Taxes,947000000.00,null,947000000.00,31481000000.00,null,31481000000.00,31207000000.00,null,31207000000.00,4,11,11,204,D,SRS,4,3.1.1.2,2023,3,2023,2,05,31
2023-05-31,51817186,51817190,Adjustments Attributable to Prior Years-FICA,null,null,null,10213718214.84,null,10213718214.84,2565293714.68,null,2565293714.68,4,12,12,209,D,SRS,4,3.1.1.3,2023,3,2023,2,05,31
2023-05-31,51817186,51817191,Adjustments Attrbutable to Prior Years-SECA,null,null,null,-1948331111.33,null,-1948331111.33,492211123.40,null,492211123.40,4,13,13,14360,D,SRS,4,3.1.1.4,2023,3,2023,2,05,31
2023-05-31,51817186,51817192,Total -- Federal Old-Age and Survivors Insurance Trust Fund,80874000000.00,null,80874000000.00,662019387103.51,null,662019387103.51,598316504838.08,null,598316504838.08,4,14,14,210,T,RSG,4,3.1.1.5,2023,3,2023,2,05,31
2023-05-31,51817185,51817193,Federal Disability Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,15,15,211,S,RSG,3,3.1.2,2023,3,2023,2,05,31
2023-05-31,51817193,51817197,Federal Insurance Contributions Act Taxes,13573000000.00,null,13573000000.00,105670000000.00,null,105670000000.00,95784000000.00,null,95784000000.00,4,16,16,212,D,SRS,4,3.1.2.1,2023,3,2023,2,05,31
2023-05-31,51817193,51817198,Self-Employment Contributions Act Taxes,161000000.00,null,161000000.00,5346000000.00,null,5346000000.00,5300000000.00,null,5300000000.00,4,17,17,214,D,SRS,4,3.1.2.2,2023,3,2023,2,05,31
2023-05-31,51817193,51817202,Adjustments Attributable to Prior Years-FICA,null,null,null,1731048128.17,null,1731048128.17,428912063.11,null,428912063.11,4,18,18,219,D,SRS,4,3.1.2.3,2023,3,2023,2,05,31
2023-05-31,51817193,51817204,Adjustments Attributable to Prior Years-SECA,null,null,null,-311838392.98,null,-311838392.98,109792004.27,null,109792004.27,4,19,19,14361,D,SRS,4,3.1.2.4,2023,3,2023,2,05,31
2023-05-31,51817193,51817206,Total -- Federal Disability Insurance Trust Fund,13734000000.00,null,13734000000.00,112435209735.19,null,112435209735.19,101622704067.38,null,101622704067.38,4,20,20,220,T,RSG,4,3.1.2.5,2023,3,2023,2,05,31
2023-05-31,51817185,51817208,Federal Hospital Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,21,21,221,S,RSG,3,3.1.3,2023,3,2023,2,05,31
2023-05-31,51817208,51817210,Federal Insurance Contributions Act Taxes,26476000000.00,null,26476000000.00,222872000000.00,null,222872000000.00,203067000000.00,null,203067000000.00,4,22,22,222,D,SRS,4,3.1.3.1,2023,3,2023,2,05,31
2023-05-31,51817208,51817212,Self-Employment Contributions Act Taxes,411000000.00,null,411000000.00,14037000000.00,null,14037000000.00,14072000000.00,null,14072000000.00,4,23,23,224,D,SRS,4,3.1.3.2,2023,3,2023,2,05,31
2023-05-31,51817208,51817223,Adjustments Attributable to Prior Years-FICA,null,null,null,2514541928.21,null,2514541928.21,862973169.86,null,862973169.86,4,24,24,228,D,SRS,4,3.1.3.3,2023,3,2023,2,05,31
2023-05-31,51817208,51817224,Adjustments Attributable to Prior Years-SECA,null,null,null,-373047391.78,null,-373047391.78,61112482.87,null,61112482.87,4,25,25,14362,D,SRS,4,3.1.3.4,2023,3,2023,2,05,31
2023-05-31,51817208,51817225,Total -- Federal Hospital Insurance Trust Fund,26887000000.00,null,26887000000.00,239050494536.43,null,239050494536.43,218063085652.73,null,218063085652.73,4,26,26,229,T,RSG,4,3.1.3.5,2023,3,2023,2,05,31
2023-05-31,51817185,51817226,Railroad Retirement:,null,null,null,null,null,null,null,null,null,4,27,27,230,S,RSG,3,3.1.4,2023,3,2023,2,05,31
2023-05-31,51817226,51817228,Rail Pension and Supplemental Annuity,331805723.10,1574442.89,330231280.21,2551776369.11,11383147.39,2540393221.72,2197077313.88,1014136.27,2196063177.61,4,28,28,235,D,RSG,4,3.1.4.1,2023,3,2023,2,05,31
2023-05-31,51817226,51817230,Social Security Equivalent Account,258141934.28,1356552.68,256785381.60,2480098485.51,5463011.46,2474635474.05,1988607930.14,871754.37,1987736175.77,4,29,29,240,D,RSG,4,3.1.4.2,2023,3,2023,2,05,31
2023-05-31,51817185,51817232,Total -- Employment and General Retirement,122084947657.38,2930995.57,122082016661.81,1018536966229.75,16846158.85,1018520120070.90,922187979802.21,1885890.64,922186093911.57,4,30,30,241,T,RSG,3,3.1.5,2023,3,2023,2,05,31
2023-05-31,51817184,51817234,Unemployment Insurance:,null,null,null,null,null,null,null,null,null,4,31,31,250,S,RSG,2,3.2,2023,3,2023,2,05,31
2023-05-31,51817234,51817235,Deposits by States,14381016109.20,null,14381016109.20,32876160094.29,null,32876160094.29,46369571372.34,null,46369571372.34,4,32,32,251,D,RSG,3,3.2.1,2023,3,2023,2,05,31
2023-05-31,51817234,51817237,Federal Unemployment Taxes,3127032786.97,10606749.95,3116426037.02,7012436854.72,79688596.59,6932748258.13,6094747906.44,64227851.65,6030520054.79,4,33,33,254,D,RSG,3,3.2.2,2023,3,2023,2,05,31
2023-05-31,51817234,51817239,Railroad Unemployment Taxes,8153605.67,null,8153605.67,260187914.09,null,260187914.09,183393642.48,null,183393642.48,4,34,34,255,D,RSG,3,3.2.3,2023,3,2023,2,05,31
2023-05-31,51817234,51817243,Total -- Unemployment Insurance,17516202501.84,10606749.95,17505595751.89,40148784863.10,79688596.59,40069096266.51,52647712921.26,64227851.65,52583485069.61,4,35,35,269,T,RSG,3,3.2.4,2023,3,2023,2,05,31
2023-05-31,51817184,51817247,Other Retirement:,null,null,null,null,null,null,null,null,null,4,36,36,270,S,RSG,2,3.3,2023,3,2023,2,05,31
2023-05-31,51817247,51817255,Federal Employees' Retirement--Employee Share,620614439.89,null,620614439.89,4478707931.44,null,4478707931.44,4163038528.28,null,4163038528.28,4,37,37,279,D,RSG,3,3.3.1,2023,3,2023,2,05,31
2023-05-31,51817247,51817259,Non-Federal Employees Retirement,1440482.77,null,1440482.77,13881070.36,null,13881070.36,15994806.40,null,15994806.40,4,38,38,284,D,RSG,3,3.3.2,2023,3,2023,2,05,31
2023-05-31,51817247,51817262,Total -- Other Retirement,622054922.66,null,622054922.66,4492589001.80,null,4492589001.80,4179033334.68,null,4179033334.68,4,39,39,285,T,RSG,3,3.3.3,2023,3,2023,2,05,31
2023-05-31,51817184,51817275,Total -- Social Insurance and Retirement Receipts,140223205081.88,13537745.52,140209667336.36,1063178340094.65,96534755.44,1063081805339.21,979014726058.15,66113742.29,978948612315.86,4,40,40,286,T,RSG,2,3.4,2023,3,2023,2,05,31
2023-05-31,null,51817298,Excise Taxes:,null,null,null,null,null,null,null,null,null,4,41,41,300,S,RSG,1,4,2023,3,2023,2,05,31
2023-05-31,51817298,51817302,Miscellaneous Excise Taxes,2225212071.74,46246722.14,2178965349.60,20386326850.86,8123110457.17,12263216393.69,23746172817.42,3629895534.81,20116277282.61,4,42,42,305,D,RSG,2,4.1,2023,3,2023,2,05,31
2023-05-31,51817298,51817306,Airport and Airway Trust Fund,3393251899.34,34077522.92,3359174376.42,15928194257.14,44582739.57,15883611517.57,4621262689.35,16441646.67,4604821042.68,4,43,43,308,D,RSG,2,4.2,2023,3,2023,2,05,31
2023-05-31,51817298,51817311,Highway Trust Fund,2674590477.65,44937000.00,2629653477.65,23569235431.80,250275000.00,23318960431.80,28806876024.65,248445000.00,28558431024.65,4,44,44,310,D,RSG,2,4.3,2023,3,2023,2,05,31
2023-05-31,51817298,51817316,Black Lung Disability Trust Fund,27428259.00,null,27428259.00,181025921.00,null,181025921.00,104613023.00,null,104613023.00,4,45,45,313,D,RSG,2,4.4,2023,3,2023,2,05,31
2023-05-31,51817298,51817318,Total -- Excise Taxes,8320482707.73,125261245.06,8195221462.67,60064782460.80,8417968196.74,51646814264.06,57278924554.42,3894782181.48,53384142372.94,4,46,46,314,T,RSG,2,4.5,2023,3,2023,2,05,31
2023-05-31,null,51817322,Estate and Gift Taxes,3187187836.60,45407930.68,3141779905.92,27392445412.82,1217978846.49,26174466566.33,22235520284.84,603018770.54,21632501514.30,4,47,47,350,D,RSG,1,5,2023,3,2023,2,05,31
2023-05-31,null,51817327,Customs Duties,6719899631.69,346807882.64,6373091749.05,58243408270.60,4295158273.29,53948249997.31,69568700364.53,3751662877.96,65817037486.57,4,48,48,405,D,RSG,1,6,2023,3,2023,2,05,31
2023-05-31,null,51817331,Miscellaneous Receipts:,null,null,null,null,null,null,null,null,null,4,49,49,800,S,RSG,1,7,2023,3,2023,2,05,31
2023-05-31,51817331,51817334,"Deposit of Earnings, Federal Reserve System",36317.08,null,36317.08,555665126.38,null,555665126.38,82743344294.28,null,82743344294.28,4,50,50,805,D,RSG,2,7.1,2023,3,2023,2,05,31
2023-05-31,51817331,51817337,Universal Service Fund,620963869.66,null,620963869.66,5276029549.69,null,5276029549.69,5354479267.36,null,5354479267.36,4,51,51,807,D,RSG,2,7.2,2023,3,2023,2,05,31
2023-05-31,51817331,51817338,All Other,977061612.59,4691214.31,972370398.28,14664350056.13,14613681.57,14649736374.56,8559746653.84,7144764.99,8552601888.85,4,52,52,810,D,RSG,2,7.3,2023,3,2023,2,05,31
2023-05-31,51817331,51817339,Total -- Miscellaneous Receipts,1598061799.33,4691214.31,1593370585.02,20496044732.20,14613681.57,20481431050.63,96657570215.48,7144764.99,96650425450.49,4,53,53,820,T,RSG,2,7.4,2023,3,2023,2,05,31
2023-05-31,null,51817340,Total -- Receipts,351161650991.57,43674770641.16,307486880350.41,3340400818988.03,346197725107.52,2994203093880.51,3618428560165.35,243841575391.22,3374586984774.13,4,54,54,830,T,SL,1,8,2023,3,2023,2,05,31
2023-05-31,51817340,51817344,Total -- On-Budget,256553650991.57,43674770641.16,212878880350.41,2565946222149.33,346197725107.52,2219748497041.81,2918489351259.89,243841575391.22,2674647775868.67,4,55,55,840,T,SL,2,8.1,2023,3,2023,2,05,31
2023-05-31,51817340,51817350,Total -- Off-Budget,94608000000.00,null,94608000000.00,774454596838.70,null,774454596838.70,699939208905.46,null,699939208905.46,4,56,56,850,T,SL,2,8.2,2023,3,2023,2,05,31
2023-04-30,null,51585886,Individual Income Taxes,null,null,null,null,null,null,null,null,null,4,1,1,100,D,RSG,1,1,2023,3,2023,2,04,30
2023-04-30,51585886,51585889,Withheld,128031490732.77,null,null,1083386669749.39,null,null,1117272392532.86,null,null,4,2,2,102,D,SRS,2,1.1,2023,3,2023,2,04,30
2023-04-30,51585886,51585891,Presidential Election Campaign Fund,8287185.00,null,null,18507337.00,null,null,18998402.00,null,null,4,3,3,105,D,SRS,2,1.2,2023,3,2023,2,04,30
2023-04-30,51585886,51585893,Other,326236137552.44,null,null,592677663369.23,null,null,776324205172.85,null,null,4,4,4,110,D,SRS,2,1.3,2023,3,2023,2,04,30
2023-04-30,51585886,51585895,Total -- Individual Income Taxes,454275915470.21,73337681727.52,380938233742.69,1676082840455.62,265760582660.48,1410322257795.14,1893615596107.71,175840498466.75,1717775097640.96,4,5,5,120,T,RSG,2,1.4,2023,3,2023,2,04,30
2023-04-30,null,51585896,Corporation Income Taxes,84792975836.57,4212444142.52,80580531694.05,243830143627.00,23255824070.56,220574319556.44,246328200203.28,30538212238.61,215789987964.67,4,6,6,130,D,RSG,1,2,2023,3,2023,2,04,30
2023-04-30,null,51585897,Social Insurance and Retirement Receipts:,null,null,null,null,null,null,null,null,null,4,7,7,140,S,RSG,1,3,2023,3,2023,2,04,30
2023-04-30,51585897,51585898,Employment and General Retirement:,null,null,null,null,null,null,null,null,null,4,8,8,150,S,RSG,2,3.1,2023,3,2023,2,04,30
2023-04-30,51585898,51585899,Federal Old-Age and Survivors Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,9,9,160,S,RSG,3,3.1.1,2023,3,2023,2,04,30
2023-04-30,51585899,51585900,Federal Insurance Contributions Act Taxes,82951000000.00,null,82951000000.00,542346000000.00,null,542346000000.00,492092000000.00,null,492092000000.00,4,10,10,200,D,SRS,4,3.1.1.1,2023,3,2023,2,04,30
2023-04-30,51585899,51585901,Self-Employment Contributions Act Taxes,19751000000.00,null,19751000000.00,30534000000.00,null,30534000000.00,30265000000.00,null,30265000000.00,4,11,11,204,D,SRS,4,3.1.1.2,2023,3,2023,2,04,30
2023-04-30,51585899,51585903,Adjustments Attributable to Prior Years-FICA,null,null,null,10213718214.84,null,10213718214.84,2565293714.68,null,2565293714.68,4,12,12,209,D,SRS,4,3.1.1.3,2023,3,2023,2,04,30
2023-04-30,51585899,51585904,Adjustments Attrbutable to Prior Years-SECA,null,null,null,-1948331111.33,null,-1948331111.33,492211123.40,null,492211123.40,4,13,13,14360,D,SRS,4,3.1.1.4,2023,3,2023,2,04,30
2023-04-30,51585899,51585905,Total -- Federal Old-Age and Survivors Insurance Trust Fund,102702000000.00,null,102702000000.00,581145387103.51,null,581145387103.51,525414504838.08,null,525414504838.08,4,14,14,210,T,RSG,4,3.1.1.5,2023,3,2023,2,04,30
2023-04-30,51585898,51585908,Federal Disability Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,15,15,211,S,RSG,3,3.1.2,2023,3,2023,2,04,30
2023-04-30,51585908,51585911,Federal Insurance Contributions Act Taxes,14086000000.00,null,14086000000.00,92097000000.00,null,92097000000.00,83564000000.00,null,83564000000.00,4,16,16,212,D,SRS,4,3.1.2.1,2023,3,2023,2,04,30
2023-04-30,51585908,51585916,Self-Employment Contributions Act Taxes,3354000000.00,null,3354000000.00,5185000000.00,null,5185000000.00,5140000000.00,null,5140000000.00,4,17,17,214,D,SRS,4,3.1.2.2,2023,3,2023,2,04,30
2023-04-30,51585908,51585920,Adjustments Attributable to Prior Years-FICA,null,null,null,1731048128.17,null,1731048128.17,428912063.11,null,428912063.11,4,18,18,219,D,SRS,4,3.1.2.3,2023,3,2023,2,04,30
2023-04-30,51585908,51585924,Adjustments Attributable to Prior Years-SECA,null,null,null,-311838392.98,null,-311838392.98,109792004.27,null,109792004.27,4,19,19,14361,D,SRS,4,3.1.2.4,2023,3,2023,2,04,30
2023-04-30,51585908,51585927,Total -- Federal Disability Insurance Trust Fund,17440000000.00,null,17440000000.00,98701209735.19,null,98701209735.19,89242704067.38,null,89242704067.38,4,20,20,220,T,RSG,4,3.1.2.5,2023,3,2023,2,04,30
2023-04-30,51585898,51585931,Federal Hospital Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,21,21,221,S,RSG,3,3.1.3,2023,3,2023,2,04,30
2023-04-30,51585931,51585935,Federal Insurance Contributions Act Taxes,27308000000.00,null,27308000000.00,196396000000.00,null,196396000000.00,178708000000.00,null,178708000000.00,4,22,22,222,D,SRS,4,3.1.3.1,2023,3,2023,2,04,30
2023-04-30,51585931,51585937,Self-Employment Contributions Act Taxes,8582000000.00,null,8582000000.00,13626000000.00,null,13626000000.00,13657000000.00,null,13657000000.00,4,23,23,224,D,SRS,4,3.1.3.2,2023,3,2023,2,04,30
