Record Date,Parent ID,Classification ID,Classification Description,Current Month Receipt or Outlay Amount,Current FYTD Receipt or Outlay Amount,Prior FYTD Receipt or Outlay Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2023-03-31,51439666,51439681,Veterans Benefits and Services,40086148770.57,145164989088.48,126348690475.42,9,28,28,280,D,F,2,2.15,2023,2,2023,1,03,31
2023-03-31,51439666,51439682,Administration of Justice,6680501072.30,38821414570.58,34917839519.65,9,29,29,290,D,F,2,2.16,2023,2,2023,1,03,31
2023-03-31,51439666,51439683,General Government,3154023948.42,18201369369.32,14691099504.98,9,30,30,300,D,F,2,2.17,2023,2,2023,1,03,31
2023-03-31,51439666,51439684,Net Interest,66532317872.87,301263193024.38,211520940291.25,9,31,31,320,D,F,2,2.18,2023,2,2023,1,03,31
2023-03-31,51439666,51439686,Undistributed Offsetting Receipts,-9841932845.51,-74938543550.58,-151541867621.43,9,32,32,330,D,F,2,2.19,2023,2,2023,1,03,31
2023-03-31,51439666,51439687,Total,691316680884.15,3148899565520.41,2790172947471.48,9,33,33,340,T,SL,2,2.20,2023,2,2023,1,03,31
2023-02-28,null,51226104,Receipts,null,null,null,9,1,1,10,S,SL,1,1,2023,2,2023,1,02,28
2023-02-28,51226104,51226105,Individual Income Taxes,111985835689.65,878864316612.42,973912658558.52,9,2,2,20,D,RSG,2,1.1,2023,2,2023,1,02,28
2023-02-28,51226104,51226106,Corporation Income Taxes,2288002805.93,128506633936.63,117071780100.31,9,3,3,30,D,RSG,2,1.2,2023,2,2023,1,02,28
2023-02-28,51226104,51226107,Social Insurance and Retirement Receipts:,null,null,null,9,4,4,40,S,RSG,2,1.3,2023,2,2023,1,02,28
2023-02-28,51226107,51226108,Employment and General Retirement,119678037968.92,608577024574.49,552339499052.53,9,5,5,50,D,RSG,3,1.3.1,2023,2,2023,1,02,28
2023-02-28,51226107,51226109,Unemployment Insurance,2590996088.89,15836137375.67,22771221475.44,9,6,6,60,D,RSG,3,1.3.2,2023,2,2023,1,02,28
2023-02-28,51226107,51226110,Other Retirement,540345447.41,2661924312.89,2555876174.89,9,7,7,70,D,RSG,3,1.3.3,2023,2,2023,1,02,28
2023-02-28,51226104,51226111,Excise Taxes,6258423964.98,32373626291.83,31286036476.03,9,8,8,80,D,RSG,2,1.4,2023,2,2023,1,02,28
2023-02-28,51226104,51226112,Estate and Gift Taxes,9645536824.44,18778937720.34,10660505814.00,9,9,9,90,D,RSG,2,1.5,2023,2,2023,1,02,28
2023-02-28,51226104,51226113,Customs Duties,6349062416.75,35073858618.53,40408006401.10,9,10,10,100,D,RSG,2,1.6,2023,2,2023,1,02,28
2023-02-28,51226104,51226114,Miscellaneous Receipts,2777668288.91,14283028516.38,55783772106.62,9,11,11,110,D,RSG,2,1.7,2023,2,2023,1,02,28
2023-02-28,51226104,51226115,Total,262113909495.88,1734955487959.18,1806789356159.44,9,12,12,120,T,SL,2,1.8,2023,2,2023,1,02,28
2023-02-28,null,51226116,Net Outlays,null,null,null,9,13,13,130,S,SL,1,2,2023,2,2023,1,02,28
2023-02-28,51226116,51226117,National Defense,59655890247.59,324038998492.93,311960034890.02,9,14,14,140,D,F,2,2.1,2023,2,2023,1,02,28
2023-02-28,51226116,51226118,International Affairs,7972240669.57,28373295039.20,23655923855.96,9,15,15,150,D,F,2,2.2,2023,2,2023,1,02,28
2023-02-28,51226116,51226119,"General Science, Space, and Technology",2792814897.99,16174520130.14,14777477457.93,9,16,16,160,D,F,2,2.3,2023,2,2023,1,02,28
2023-02-28,51226116,51226120,Energy,397253586.55,-2028081848.54,1480229703.21,9,17,17,170,D,F,2,2.4,2023,2,2023,1,02,28
2023-02-28,51226116,51226121,Natural Resources and Environment,3359707759.41,17968532316.21,17236130767.76,9,18,18,180,D,F,2,2.5,2023,2,2023,1,02,28
2023-02-28,51226116,51226122,Agriculture,2350592956.11,22578884397.91,17406572285.21,9,19,19,190,D,F,2,2.6,2023,2,2023,1,02,28
2023-02-28,51226116,51226123,Commerce and Housing Credit,2833268853.15,7580480277.95,9998051512.84,9,20,20,200,D,F,2,2.7,2023,2,2023,1,02,28
2023-02-28,51226116,51226124,Transportation,8621883162.78,46866312077.73,48251127889.77,9,21,21,210,D,F,2,2.8,2023,2,2023,1,02,28
2023-02-28,51226116,51226125,Community and Regional Development,4428676677.51,23997168528.31,31161351605.30,9,22,22,220,D,F,2,2.9,2023,2,2023,1,02,28
2023-02-28,51226116,51226126,"Education, Training, Employment, and Social Services",18248710832.63,101125385704.48,81215669555.82,9,23,23,230,D,F,2,2.10,2023,2,2023,1,02,28
2023-02-28,51226116,51226127,Health,70129929465.35,364356026896.50,377375664185.19,9,24,24,240,D,F,2,2.11,2023,2,2023,1,02,28
2023-02-28,51226116,51226128,Medicare,68025068362.87,289572105403.68,290400502708.91,9,25,25,250,D,F,2,2.12,2023,2,2023,1,02,28
2023-02-28,51226116,51226129,Income Security,98013307195.49,354763665135.57,396413512943.53,9,26,26,260,D,F,2,2.13,2023,2,2023,1,02,28
2023-02-28,51226116,51226130,Social Security,113963341972.53,540314805400.66,491426298303.26,9,27,27,270,D,F,2,2.14,2023,2,2023,1,02,28
2023-02-28,51226116,51226131,Veterans Benefits and Services,24153983984.80,105078840317.91,104088832108.26,9,28,28,280,D,F,2,2.15,2023,2,2023,1,02,28
2023-02-28,51226116,51226132,Administration of Justice,6277377303.48,32140913498.28,29036596475.04,9,29,29,290,D,F,2,2.16,2023,2,2023,1,02,28
2023-02-28,51226116,51226133,General Government,1934389171.15,15046768420.90,11204782359.88,9,30,30,300,D,F,2,2.17,2023,2,2023,1,02,28
2023-02-28,51226116,51226134,Net Interest,40619619586.76,234730875151.51,168328214198.82,9,31,31,320,D,F,2,2.18,2023,2,2023,1,02,28
2023-02-28,51226116,51226136,Undistributed Offsetting Receipts,-9230303995.61,-65096610705.07,-143043182189.44,9,32,32,330,D,F,2,2.19,2023,2,2023,1,02,28
2023-02-28,51226116,51226137,Total,524547752690.11,2457582884636.26,2282373790617.27,9,33,33,340,T,SL,2,2.20,2023,2,2023,1,02,28
2023-01-31,null,51092827,Receipts,null,null,null,9,1,1,10,S,SL,1,1,2023,2,2023,1,01,31
2023-01-31,51092827,51092828,Individual Income Taxes,262289948283.47,766878480922.77,824571205902.68,9,2,2,20,D,RSG,2,1.1,2023,2,2023,1,01,31
2023-01-31,51092827,51092829,Corporation Income Taxes,20827935935.86,126218631130.70,112248082996.95,9,3,3,30,D,RSG,2,1.2,2023,2,2023,1,01,31
2023-01-31,51092827,51092830,Social Insurance and Retirement Receipts:,null,null,null,9,4,4,40,S,RSG,2,1.3,2023,2,2023,1,01,31
2023-01-31,51092830,51092831,Employment and General Retirement,141683559043.57,488898986605.57,447716360493.63,9,5,5,50,D,RSG,3,1.3.1,2023,2,2023,1,01,31
2023-01-31,51092830,51092832,Unemployment Insurance,5967623128.74,13245141286.78,19666647412.63,9,6,6,60,D,RSG,3,1.3.2,2023,2,2023,1,01,31
2023-01-31,51092830,51092833,Other Retirement,515541920.80,2121578865.48,2084682728.05,9,7,7,70,D,RSG,3,1.3.3,2023,2,2023,1,01,31
2023-01-31,51092827,51092834,Excise Taxes,5154096614.33,26115202326.85,25800429783.92,9,8,8,80,D,RSG,2,1.4,2023,2,2023,1,01,31
2023-01-31,51092827,51092835,Estate and Gift Taxes,2098797786.91,9133400895.90,8950819298.54,9,9,9,90,D,RSG,2,1.5,2023,2,2023,1,01,31
2023-01-31,51092827,51092836,Customs Duties,6837686960.86,28724796201.78,32359470134.10,9,10,10,100,D,RSG,2,1.6,2023,2,2023,1,01,31
2023-01-31,51092827,51092837,Miscellaneous Receipts,1913128287.75,11505360227.47,43534390859.46,9,11,11,110,D,RSG,2,1.7,2023,2,2023,1,01,31
2023-01-31,51092827,51092838,Total,447288317962.29,1472841578463.30,1516932089609.96,9,12,12,120,T,SL,2,1.8,2023,2,2023,1,01,31
2023-01-31,null,51092839,Net Outlays,null,null,null,9,13,13,130,S,SL,1,2,2023,2,2023,1,01,31
2023-01-31,51092839,51092840,National Defense,49562366767.43,264383108245.34,253877649022.66,9,14,14,140,D,F,2,2.1,2023,2,2023,1,01,31
2023-01-31,51092839,51092841,International Affairs,1768848839.57,20401054369.63,19069678436.21,9,15,15,150,D,F,2,2.2,2023,2,2023,1,01,31
2023-01-31,51092839,51092842,"General Science, Space, and Technology",2919103668.95,13381705232.15,12227535751.92,9,16,16,160,D,F,2,2.3,2023,2,2023,1,01,31
2023-01-31,51092839,51092843,Energy,-259537090.10,-2425335435.09,1263805856.71,9,17,17,170,D,F,2,2.4,2023,2,2023,1,01,31
2023-01-31,51092839,51092844,Natural Resources and Environment,2880484600.87,14608824556.80,14463806805.39,9,18,18,180,D,F,2,2.5,2023,2,2023,1,01,31
2023-01-31,51092839,51092845,Agriculture,3251341140.77,20228291441.80,15980103349.18,9,19,19,190,D,F,2,2.6,2023,2,2023,1,01,31
2023-01-31,51092839,51092846,Commerce and Housing Credit,-43313873.12,4747211424.80,8160941043.19,9,20,20,200,D,F,2,2.7,2023,2,2023,1,01,31
2023-01-31,51092839,51092847,Transportation,7689067803.53,38244428914.95,40191015424.60,9,21,21,210,D,F,2,2.8,2023,2,2023,1,01,31
2023-01-31,51092839,51092848,Community and Regional Development,4370829494.09,19568491850.80,25666929318.79,9,22,22,220,D,F,2,2.9,2023,2,2023,1,01,31
2023-01-31,51092839,51092849,"Education, Training, Employment, and Social Services",18866221545.48,82876674871.85,64024268232.06,9,23,23,230,D,F,2,2.10,2023,2,2023,1,01,31
2023-01-31,51092839,51092850,Health,69067935716.66,294226097431.15,304574095003.53,9,24,24,240,D,F,2,2.11,2023,2,2023,1,01,31
2023-01-31,51092839,51092851,Medicare,71420337142.10,221547037040.81,233093697035.27,9,25,25,250,D,F,2,2.12,2023,2,2023,1,01,31
2023-01-31,51092839,51092852,Income Security,81292096475.57,256750357940.08,275549786361.21,9,26,26,260,D,F,2,2.13,2023,2,2023,1,01,31
2023-01-31,51092839,51092853,Social Security,113520047133.56,426351463428.13,389558125995.74,9,27,27,270,D,F,2,2.14,2023,2,2023,1,01,31
2023-01-31,51092839,51092854,Veterans Benefits and Services,11835521116.06,80924856333.11,83098716517.73,9,28,28,280,D,F,2,2.15,2023,2,2023,1,01,31
2023-01-31,51092839,51092855,Administration of Justice,6043648285.91,25863536194.80,23695396769.33,9,29,29,290,D,F,2,2.16,2023,2,2023,1,01,31
2023-01-31,51092839,51092856,General Government,1171302648.12,13112379249.75,10054890069.79,9,30,30,300,D,F,2,2.17,2023,2,2023,1,01,31
2023-01-31,51092839,51092857,Net Interest,49799826520.78,194111255264.75,136151854996.65,9,31,31,320,D,F,2,2.18,2023,2,2023,1,01,31
2023-01-31,51092839,51092859,Undistributed Offsetting Receipts,-9084038134.72,-55866306709.46,-134775523978.22,9,32,32,330,D,F,2,2.19,2023,2,2023,1,01,31
2023-01-31,51092839,51092860,Total,486072089801.51,1933035131646.15,1775926772011.74,9,33,33,340,T,SL,2,2.20,2023,2,2023,1,01,31
2022-12-31,null,50915663,Receipts,null,null,null,9,1,1,10,S,SL,1,1,2023,1,2022,4,12,31
2022-12-31,50915663,50915664,Individual Income Taxes,215538505311.62,504588532639.30,535397903892.70,9,2,2,20,D,RSG,2,1.1,2023,1,2022,4,12,31
2022-12-31,50915663,50915665,Corporation Income Taxes,87817882996.26,105390695194.84,98670719263.28,9,3,3,30,D,RSG,2,1.2,2023,1,2022,4,12,31
2022-12-31,50915663,50915666,Social Insurance and Retirement Receipts:,null,null,null,9,4,4,40,S,RSG,2,1.3,2023,1,2022,4,12,31
2022-12-31,50915666,50915667,Employment and General Retirement,131685032489.73,347215427562.00,318050667910.25,9,5,5,50,D,RSG,3,1.3.1,2023,1,2022,4,12,31
2022-12-31,50915666,50915668,Unemployment Insurance,529695490.72,7277518158.04,15538713942.21,9,6,6,60,D,RSG,3,1.3.2,2023,1,2022,4,12,31
2022-12-31,50915666,50915669,Other Retirement,534218469.25,1606036944.68,1618721817.59,9,7,7,70,D,RSG,3,1.3.3,2023,1,2022,4,12,31
2022-12-31,50915663,50915670,Excise Taxes,7105776371.75,20961105712.52,20515060689.72,9,8,8,80,D,RSG,2,1.4,2023,1,2022,4,12,31
2022-12-31,50915663,50915671,Estate and Gift Taxes,1610693781.33,7034603108.99,6615054871.66,9,9,9,90,D,RSG,2,1.5,2023,1,2022,4,12,31
2022-12-31,50915663,50915672,Customs Duties,6552387161.58,21887109240.92,23772865556.64,9,10,10,100,D,RSG,2,1.6,2023,1,2022,4,12,31
2022-12-31,50915663,50915673,Miscellaneous Receipts,3568179587.28,9592231939.72,31678654457.49,9,11,11,110,D,RSG,2,1.7,2023,1,2022,4,12,31
2022-12-31,50915663,50915674,Total,454942371659.52,1025553260501.01,1051858362401.54,9,12,12,120,T,SL,2,1.8,2023,1,2022,4,12,31
2022-12-31,null,50915675,Net Outlays,null,null,null,9,13,13,130,S,SL,1,2,2023,1,2022,4,12,31
2022-12-31,50915675,50915676,National Defense,76481637917.84,214820741477.91,206852672266.29,9,14,14,140,D,F,2,2.1,2023,1,2022,4,12,31
2022-12-31,50915675,50915677,International Affairs,4180293878.44,18632205530.06,13373875532.94,9,15,15,150,D,F,2,2.2,2023,1,2022,4,12,31
2022-12-31,50915675,50915678,"General Science, Space, and Technology",4045470778.30,10462601563.20,9796231648.29,9,16,16,160,D,F,2,2.3,2023,1,2022,4,12,31
2022-12-31,50915675,50915679,Energy,719302647.83,-2165798344.99,910763677.13,9,17,17,170,D,F,2,2.4,2023,1,2022,4,12,31
2022-12-31,50915675,50915680,Natural Resources and Environment,4093854848.38,11728339955.93,11844090418.80,9,18,18,180,D,F,2,2.5,2023,1,2022,4,12,31
2022-12-31,50915675,50915681,Agriculture,4831820053.96,16976970476.08,14162016138.59,9,19,19,190,D,F,2,2.6,2023,1,2022,4,12,31
2022-12-31,50915675,50915682,Commerce and Housing Credit,-937622687.61,4790525297.92,6534842382.21,9,20,20,200,D,F,2,2.7,2023,1,2022,4,12,31
2022-12-31,50915675,50915683,Transportation,10462818424.56,30555361111.42,29356429460.87,9,21,21,210,D,F,2,2.8,2023,1,2022,4,12,31
2022-12-31,50915675,50915684,Community and Regional Development,5705089228.44,15197662356.71,19124088195.87,9,22,22,220,D,F,2,2.9,2023,1,2022,4,12,31
2022-12-31,50915675,50915685,"Education, Training, Employment, and Social Services",20939554821.57,64010453326.37,47736111870.45,9,23,23,230,D,F,2,2.10,2023,1,2022,4,12,31
2022-12-31,50915675,50915686,Health,78254544025.51,225158161714.49,230456447235.08,9,24,24,240,D,F,2,2.11,2023,1,2022,4,12,31
2022-12-31,50915675,50915687,Medicare,61804542775.94,150126699898.71,168219979863.71,9,25,25,250,D,F,2,2.12,2023,1,2022,4,12,31
2022-12-31,50915675,50915688,Income Security,78534614487.30,175458261564.51,228393152880.83,9,26,26,260,D,F,2,2.13,2023,1,2022,4,12,31
2022-12-31,50915675,50915689,Social Security,104235898642.14,312831416294.57,287820364226.60,9,27,27,270,D,F,2,2.14,2023,1,2022,4,12,31
2022-12-31,50915675,50915690,Veterans Benefits and Services,35136829964.69,69089335217.05,72892967503.04,9,28,28,280,D,F,2,2.15,2023,1,2022,4,12,31
2022-12-31,50915675,50915691,Administration of Justice,6354786004.09,19819887908.89,18170646636.72,9,29,29,290,D,F,2,2.16,2023,1,2022,4,12,31
2022-12-31,50915675,50915692,General Government,-389613124.01,11941056326.58,8195267114.61,9,30,30,300,D,F,2,2.17,2023,1,2022,4,12,31
2022-12-31,50915675,50915693,Net Interest,54002781062.12,144311428743.97,101763438820.44,9,31,31,320,D,F,2,2.18,2023,1,2022,4,12,31
2022-12-31,50915675,50915695,Undistributed Offsetting Receipts,-8513495512.09,-46782268574.74,-46051482827.49,9,32,32,330,D,F,2,2.19,2023,1,2022,4,12,31
2022-12-31,50915675,50915696,Total,539943108237.40,1446963041844.64,1429551903044.98,9,33,33,340,T,SL,2,2.20,2023,1,2022,4,12,31
2022-11-30,null,50762370,Receipts,null,null,null,9,1,1,10,S,SL,1,1,2023,1,2022,4,11,30
2022-11-30,50762370,50762371,Individual Income Taxes,113700784773.51,289050027327.68,282094306650.57,9,2,2,20,D,RSG,2,1.1,2023,1,2022,4,11,30
2022-11-30,50762370,50762372,Corporation Income Taxes,2942855079.61,17572812198.58,15385487316.29,9,3,3,30,D,RSG,2,1.2,2023,1,2022,4,11,30
2022-11-30,50762370,50762373,Social Insurance and Retirement Receipts:,null,null,null,9,4,4,40,S,RSG,2,1.3,2023,1,2022,4,11,30
2022-11-30,50762373,50762374,Employment and General Retirement,111794964291.29,215530395072.27,201150833517.59,9,5,5,50,D,RSG,3,1.3.1,2023,1,2022,4,11,30
2022-11-30,50762373,50762375,Unemployment Insurance,3006815366.80,6747822667.32,13987403377.86,9,6,6,60,D,RSG,3,1.3.2,2023,1,2022,4,11,30
2022-11-30,50762373,50762376,Other Retirement,528669881.30,1071818475.43,1133967642.03,9,7,7,70,D,RSG,3,1.3.3,2023,1,2022,4,11,30
2022-11-30,50762370,50762377,Excise Taxes,8043174547.84,13855329340.77,13360350604.01,9,8,8,80,D,RSG,2,1.4,2023,1,2022,4,11,30
2022-11-30,50762370,50762378,Estate and Gift Taxes,2618243065.18,5423909327.66,4261738644.72,9,9,9,90,D,RSG,2,1.5,2023,1,2022,4,11,30
2022-11-30,50762370,50762379,Customs Duties,7171471870.09,15334722079.34,15586258130.75,9,10,10,100,D,RSG,2,1.6,2023,1,2022,4,11,30
2022-11-30,50762370,50762380,Miscellaneous Receipts,2303830106.78,6024052352.44,18175007144.18,9,11,11,110,D,RSG,2,1.7,2023,1,2022,4,11,30
2022-11-30,50762370,50762381,Total,252110808982.40,570610888841.49,565135353028.00,9,12,12,120,T,SL,2,1.8,2023,1,2022,4,11,30
2022-11-30,null,50762382,Net Outlays,null,null,null,9,13,13,130,S,SL,1,2,2023,1,2022,4,11,30
2022-11-30,50762382,50762383,National Defense,61828491162.69,138339103560.07,132511458304.55,9,14,14,140,D,F,2,2.1,2023,1,2022,4,11,30
2022-11-30,50762382,50762384,International Affairs,8184711584.74,14451911651.62,11840828289.99,9,15,15,150,D,F,2,2.2,2023,1,2022,4,11,30
2022-11-30,50762382,50762385,"General Science, Space, and Technology",2957804832.12,6417130784.90,6394583501.79,9,16,16,160,D,F,2,2.3,2023,1,2022,4,11,30
2022-11-30,50762382,50762386,Energy,-3295499094.63,-2885100992.82,1382404414.53,9,17,17,170,D,F,2,2.4,2023,1,2022,4,11,30
2022-11-30,50762382,50762387,Natural Resources and Environment,4165124051.82,7634485107.55,7726789310.95,9,18,18,180,D,F,2,2.5,2023,1,2022,4,11,30
2022-11-30,50762382,50762388,Agriculture,3775688923.82,12145150422.12,10047761358.59,9,19,19,190,D,F,2,2.6,2023,1,2022,4,11,30
2022-11-30,50762382,50762389,Commerce and Housing Credit,1544209259.87,5728147985.53,7573073480.95,9,20,20,200,D,F,2,2.7,2023,1,2022,4,11,30
2022-11-30,50762382,50762390,Transportation,10416472634.16,20092542686.86,18638113853.06,9,21,21,210,D,F,2,2.8,2023,1,2022,4,11,30
2022-11-30,50762382,50762391,Community and Regional Development,4398652736.92,9492573128.27,13106287241.38,9,22,22,220,D,F,2,2.9,2023,1,2022,4,11,30
2022-11-30,50762382,50762392,"Education, Training, Employment, and Social Services",25096807800.01,43070898504.80,31780280566.89,9,23,23,230,D,F,2,2.10,2023,1,2022,4,11,30
2022-11-30,50762382,50762393,Health,76417822024.70,146903617688.98,145260911696.60,9,24,24,240,D,F,2,2.11,2023,1,2022,4,11,30
2022-11-30,50762382,50762394,Medicare,69596394373.72,88322157122.77,113398087583.60,9,25,25,250,D,F,2,2.12,2023,1,2022,4,11,30
2022-11-30,50762382,50762395,Income Security,54709167589.03,97423647077.21,145629299337.27,9,26,26,260,D,F,2,2.13,2023,1,2022,4,11,30
2022-11-30,50762382,50762396,Social Security,104155440966.72,208595517652.43,191986856261.71,9,27,27,270,D,F,2,2.14,2023,1,2022,4,11,30
2022-11-30,50762382,50762397,Veterans Benefits and Services,22501286312.13,33952505252.36,42210615063.93,9,28,28,280,D,F,2,2.15,2023,1,2022,4,11,30
2022-11-30,50762382,50762398,Administration of Justice,6212308666.41,13465101904.80,12334899771.32,9,29,29,290,D,F,2,2.16,2023,1,2022,4,11,30
2022-11-30,50762382,50762399,General Government,9400218366.76,12330669450.59,6702054087.61,9,30,30,300,D,F,2,2.17,2023,1,2022,4,11,30
2022-11-30,50762382,50762400,Net Interest,47302982938.05,90308647681.85,60063468534.62,9,31,31,320,D,F,2,2.18,2023,1,2022,4,11,30
2022-11-30,50762382,50762402,Undistributed Offsetting Receipts,-8722395494.06,-38768773062.65,-37062008413.13,9,32,32,330,D,F,2,2.19,2023,1,2022,4,11,30
2022-11-30,50762382,50762403,Total,500645689634.98,907019933607.24,921525764246.21,9,33,33,340,T,SL,2,2.20,2023,1,2022,4,11,30
2022-10-31,null,50650994,Receipts,null,null,null,9,1,1,10,S,SL,1,1,2023,1,2022,4,10,31
2022-10-31,50650994,50650995,Individual Income Taxes,175349242554.17,175349242554.17,143907870360.76,9,2,2,20,D,RSG,2,1.1,2023,1,2022,4,10,31
2022-10-31,50650994,50650996,Corporation Income Taxes,14629957118.97,14629957118.97,15706538516.54,9,3,3,30,D,RSG,2,1.2,2023,1,2022,4,10,31
2022-10-31,50650994,50650997,Social Insurance and Retirement Receipts:,null,null,null,9,4,4,40,S,RSG,2,1.3,2023,1,2022,4,10,31
2022-10-31,50650997,50650998,Employment and General Retirement,103735430780.98,103735430780.98,96588319582.18,9,5,5,50,D,RSG,3,1.3.1,2023,1,2022,4,10,31
2022-10-31,50650997,50650999,Unemployment Insurance,3741007300.52,3741007300.52,2432581548.83,9,6,6,60,D,RSG,3,1.3.2,2023,1,2022,4,10,31
2022-10-31,50650997,50651000,Other Retirement,543148594.13,543148594.13,570683155.29,9,7,7,70,D,RSG,3,1.3.3,2023,1,2022,4,10,31
2022-10-31,50650994,50651001,Excise Taxes,5812154792.93,5812154792.93,5585521642.43,9,8,8,80,D,RSG,2,1.4,2023,1,2022,4,10,31
2022-10-31,50650994,50651002,Estate and Gift Taxes,2805666262.48,2805666262.48,2458044484.28,9,9,9,90,D,RSG,2,1.5,2023,1,2022,4,10,31
2022-10-31,50650994,50651003,Customs Duties,8163250209.25,8163250209.25,7770037973.54,9,10,10,100,D,RSG,2,1.6,2023,1,2022,4,10,31
2022-10-31,50650994,50651004,Miscellaneous Receipts,3796550047.44,3796550047.44,8907745953.55,9,11,11,110,D,RSG,2,1.7,2023,1,2022,4,10,31
2022-10-31,50650994,50651005,Total,318576407660.87,318576407660.87,283927343217.40,9,12,12,120,T,SL,2,1.8,2023,1,2022,4,10,31
2022-10-31,null,50651006,Net Outlays,null,null,null,9,13,13,130,S,SL,1,2,2023,1,2022,4,10,31
2022-10-31,50651006,50651007,National Defense,76510612397.38,76510612397.38,68722419285.53,9,14,14,140,D,F,2,2.1,2023,1,2022,4,10,31
2022-10-31,50651006,50651008,International Affairs,6267200066.88,6267200066.88,4256062879.96,9,15,15,150,D,F,2,2.2,2023,1,2022,4,10,31
2022-10-31,50651006,50651009,"General Science, Space, and Technology",3459325952.78,3459325952.78,3001315565.60,9,16,16,160,D,F,2,2.3,2023,1,2022,4,10,31
2022-10-31,50651006,50651010,Energy,410398101.81,410398101.81,1072517500.99,9,17,17,170,D,F,2,2.4,2023,1,2022,4,10,31
2022-10-31,50651006,50651011,Natural Resources and Environment,3469361055.73,3469361055.73,3536608836.16,9,18,18,180,D,F,2,2.5,2023,1,2022,4,10,31
2022-10-31,50651006,50651012,Agriculture,8369461498.30,8369461498.30,7239869630.46,9,19,19,190,D,F,2,2.6,2023,1,2022,4,10,31
2022-10-31,50651006,50651013,Commerce and Housing Credit,4183938725.66,4183938725.66,3544488992.90,9,20,20,200,D,F,2,2.7,2023,1,2022,4,10,31
2022-10-31,50651006,50651014,Transportation,9676070052.70,9676070052.70,9188808026.45,9,21,21,210,D,F,2,2.8,2023,1,2022,4,10,31
2022-10-31,50651006,50651015,Community and Regional Development,5093920391.35,5093920391.35,5865684844.48,9,22,22,220,D,F,2,2.9,2023,1,2022,4,10,31
2022-10-31,50651006,50651016,"Education, Training, Employment, and Social Services",17974090704.79,17974090704.79,17683244387.28,9,23,23,230,D,F,2,2.10,2023,1,2022,4,10,31
2022-10-31,50651006,50651017,Health,70485795664.28,70485795664.28,69601278577.57,9,24,24,240,D,F,2,2.11,2023,1,2022,4,10,31
2022-10-31,50651006,50651018,Medicare,18725762749.05,18725762749.05,53913701317.82,9,25,25,250,D,F,2,2.12,2023,1,2022,4,10,31
2022-10-31,50651006,50651019,Income Security,42714479488.18,42714479488.18,70179121479.84,9,26,26,260,D,F,2,2.13,2023,1,2022,4,10,31
2022-10-31,50651006,50651020,Social Security,104440076685.71,104440076685.71,96319864639.81,9,27,27,270,D,F,2,2.14,2023,1,2022,4,10,31
2022-10-31,50651006,50651021,Veterans Benefits and Services,11451218940.23,11451218940.23,22012111250.12,9,28,28,280,D,F,2,2.15,2023,1,2022,4,10,31
2022-10-31,50651006,50651022,Administration of Justice,7252793238.39,7252793238.39,5307589616.20,9,29,29,290,D,F,2,2.16,2023,1,2022,4,10,31
2022-10-31,50651006,50651023,General Government,2930451083.83,2930451083.83,4864607179.08,9,30,30,300,D,F,2,2.17,2023,1,2022,4,10,31
2022-10-31,50651006,50651024,Net Interest,43005664743.80,43005664743.80,29916437647.63,9,31,31,320,D,F,2,2.18,2023,1,2022,4,10,31
2022-10-31,50651006,50651026,Undistributed Offsetting Receipts,-30046377568.59,-30046377568.59,-27243021507.23,9,32,32,330,D,F,2,2.19,2023,1,2022,4,10,31
2022-10-31,50651006,50651027,Total,406374243972.26,406374243972.26,448982710150.65,9,33,33,340,T,SL,2,2.20,2023,1,2022,4,10,31
2022-09-30,null,50412138,Receipts,null,null,null,9,1,1,10,S,SL,1,1,2022,4,2022,3,09,30
2022-09-30,50412138,50412139,Individual Income Taxes,227725954200.06,2632145029572.13,2044377037669.21,9,2,2,20,D,RSG,2,1.1,2022,4,2022,3,09,30
2022-09-30,50412138,50412140,Corporation Income Taxes,105941313166.56,424865169899.91,371831354722.44,9,3,3,30,D,RSG,2,1.2,2022,4,2022,3,09,30
2022-09-30,50412138,50412141,Social Insurance and Retirement Receipts:,null,null,null,9,4,4,40,S,RSG,2,1.3,2022,4,2022,3,09,30
2022-09-30,50412141,50412142,Employment and General Retirement,125857685850.40,1410735251952.13,1251857750842.89,9,5,5,50,D,RSG,3,1.3.1,2022,4,2022,3,09,30
2022-09-30,50412141,50412143,Unemployment Insurance,399538039.98,66497452818.74,56601808949.47,9,6,6,60,D,RSG,3,1.3.2,2022,4,2022,3,09,30
2022-09-30,50412141,50412144,Other Retirement,626447328.31,6294427995.50,5629367791.30,9,7,7,70,D,RSG,3,1.3.3,2022,4,2022,3,09,30
2022-09-30,50412138,50412145,Excise Taxes,11678235220.81,87726258304.53,75271184579.46,9,8,8,80,D,RSG,2,1.4,2022,4,2022,3,09,30
2022-09-30,50412138,50412146,Estate and Gift Taxes,3462429304.55,32550398044.75,27140075206.15,9,9,9,90,D,RSG,2,1.5,2022,4,2022,3,09,30
2022-09-30,50412138,50412147,Customs Duties,8741053577.71,99907565997.10,79984829486.30,9,10,10,100,D,RSG,2,1.6,2022,4,2022,3,09,30
2022-09-30,50412138,50412148,Miscellaneous Receipts,3290231543.66,135397489336.21,133285449480.19,9,11,11,110,D,RSG,2,1.7,2022,4,2022,3,09,30
