Record Date,Parent ID,Classification ID,Classification Description,Current Month Net Transaction Amount,Fiscal Year to Date Net Transaction Amount,Prior Fiscal Year to Date Net Transaction Amount,Beginning Year Account Balance Amount,Beginning Month Account Balance Amount,Closing Month Account Balance Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2024-05-31,null,54023223,Trust Funds:,null,null,null,null,null,null,6d,43,43,8080,S,FT,1,2,2024,3,2024,2,05,31
2024-05-31,54023223,54023224,Legislative Branch:,null,null,null,null,null,null,6d,44,44,8100,S,C,2,2.1,2024,3,2024,2,05,31
2024-05-31,54023224,54023225,Library of Congress,786500.30,8098174.59,7531857.47,57107275.85,64418950.14,65205450.44,6d,45,45,8103,D,B,3,2.1.1,2024,3,2024,2,05,31
2024-05-31,54023224,54023226,United States Tax Court,32466.16,47269.65,-162853.85,13386764.08,13401567.57,13434033.73,6d,46,46,8104,D,B,3,2.1.2,2024,3,2024,2,05,31
2024-05-31,54023157,54023160,Government National Mortgage Association:,null,null,null,null,null,null,6d,12,12,8020,S,B,3,1.7.2,2024,3,2024,2,05,31
2024-05-31,54023176,54023182,Servicemen'S Group Life Insurance Fund,125000000.00,446878000.00,421440000.00,3698809000.00,4020687000.00,4145687000.00,6d,25,25,8046,D,P,3,1.14.3,2024,3,2024,2,05,31
2024-05-31,54023185,54023186,Uniformed Services Retiree Health Care Fund,1547512514.88,31776066051.61,30583498541.40,354218721336.85,384447274873.58,385994787388.46,6d,27,27,8048,D,P,3,1.15.1,2024,3,2024,2,05,31
2024-05-31,54023129,54023190,International Assistance Programs,124299413.34,386257465.11,188720456.29,6368483047.82,6630441099.59,6754740512.93,6d,28,28,14572,D,C,2,1.16,2024,3,2024,2,05,31
2024-05-31,54023129,54023192,Office of Personnel Management:,null,null,null,null,null,null,6d,29,29,8049,S,C,2,1.17,2024,3,2024,2,05,31
2024-05-31,54023192,54023193,Postal Service Contributions,-376809000.00,-2643673000.00,-2470760000.00,32049948000.00,29783084000.00,29406275000.00,6d,30,30,8050,D,P,3,1.17.1,2024,3,2024,2,05,31
2024-05-31,54023129,54023171,Department of Transportation,-21260925.54,8782327.74,35076467.45,2509462902.12,2539506155.40,2518245229.86,6d,20,20,8039,D,C,2,1.12,2024,3,2024,2,05,31
2024-05-31,54023202,54023210,National Credit Union Administration,315756899.73,1077119072.86,378070188.27,22563272798.01,23324634971.14,23640391870.87,6d,36,36,8059,D,A,3,1.18.3,2024,3,2024,2,05,31
2024-05-31,54023202,54023211,Postal Service,148908910.13,-1224290443.36,1264747746.29,22032055898.35,20658856544.86,20807765454.99,6d,37,37,8060,D,A,3,1.18.4,2024,3,2024,2,05,31
2024-05-31,54023216,54023217,Treasury Securities,14350579.12,409397575.35,-116082375.17,12121350946.01,12516397942.24,12530748521.36,6d,39,39,14242,D,SL,4,1.18.5.1,2024,3,2024,2,05,31
2024-05-31,54023224,54023227,Other,-253991.42,3450516.27,-1350430.81,31845116.58,35549624.27,35295632.85,6d,47,47,8105,D,P,3,2.1.3,2024,3,2024,2,05,31
2024-05-31,54023250,54023251,Unemployment Trust Fund,17537060000.00,13158875000.00,13448351000.00,81845683000.00,77467498000.00,95004558000.00,6d,60,60,8311,D,P,3,2.8.1,2024,3,2024,2,05,31
2024-05-31,54023223,54023253,Department of State:,null,null,null,null,null,null,6d,62,62,8322,S,C,2,2.9,2024,3,2024,2,05,31
2024-05-31,54023253,54023254,Foreign Service Retirement and Disability Fund,-42240000.00,-74810000.00,-41598000.00,21054819000.00,21022249000.00,20980009000.00,6d,63,63,8331,D,P,3,2.9.1,2024,3,2024,2,05,31
2024-05-31,54023253,54023255,Other,null,-432588.50,6400382.62,49147986.09,48715397.59,48715397.59,6d,64,64,8334,D,P,3,2.9.2,2024,3,2024,2,05,31
2024-05-31,54023223,54023256,Department of Transportation:,null,null,null,null,null,null,6d,65,65,8335,S,C,2,2.10,2024,3,2024,2,05,31
2024-05-31,54023223,54023270,Other Defense Civil Programs:,null,null,null,null,null,null,6d,75,75,8353,S,C,2,2.14,2024,3,2024,2,05,31
2024-05-31,54023270,54023272,Military Retirement Fund,-1358509628.59,225277934348.16,173826969925.34,1366845194941.54,1593481638918.29,1592123129289.70,6d,76,76,8354,D,P,3,2.14.1,2024,3,2024,2,05,31
2024-05-31,54023129,54023138,Department of Agriculture,11910829.64,11624712.27,14692332.79,273373478.08,273087360.71,284998190.35,6d,2,2,8001,D,C,2,1.1,2024,3,2024,2,05,31
2024-05-31,54023129,54023140,Department of Commerce,-749000.00,1492963.14,2252546.91,null,2241963.14,1492963.14,6d,3,3,8002,D,C,2,1.2,2024,3,2024,2,05,31
2024-05-31,54023141,54023144,Defense Cooperation Account,null,null,298710.60,8796525.05,8796525.05,8796525.05,6d,5,5,8004,D,P,3,1.3.1,2024,3,2024,2,05,31
2024-05-31,54023129,54023147,Department of Energy,578015843.69,2316184699.69,3108960361.29,63167543242.83,64905712098.83,65483727942.52,6d,6,6,8005,D,C,2,1.4,2024,3,2024,2,05,31
2024-05-31,54023129,54023149,Department of Health and Human Services,null,19157758535.85,16396295025.27,null,19157758535.85,19157758535.85,6d,7,7,8008,D,C,2,1.5,2024,3,2024,2,05,31
2024-05-31,54023129,54023156,Department of Homeland Security,3015435259.23,873072414.79,488185480.16,3390790410.85,1248427566.41,4263862825.64,6d,8,8,8010,D,C,2,1.6,2024,3,2024,2,05,31
2024-05-31,54023158,54023159,Federal Housing Administration Fund,-3615866841.14,993496605.82,3361332927.54,133104916817.84,137714280264.80,134098413423.66,6d,11,11,8018,D,P,4,1.7.1.1,2024,3,2024,2,05,31
2024-05-31,54023160,54023161,Guarantees of Mortgage-Backed Securities,-643556000.00,1606277000.00,2178401000.00,21154241000.00,23404074000.00,22760518000.00,6d,13,13,8024,D,P,4,1.7.2.1,2024,3,2024,2,05,31
2024-05-31,54023129,54023163,Department of the Interior,390584429.38,2645794431.45,2316746927.91,29167786424.17,31422996426.24,31813580855.62,6d,14,14,8035,D,C,2,1.8,2024,3,2024,2,05,31
2024-05-31,54023129,54023164,Department of Justice,15828780.64,122756470.07,3108032831.53,3291383852.08,3398311541.51,3414140322.15,6d,15,15,14020,D,C,2,1.9,2024,3,2024,2,05,31
2024-05-31,54023129,54023165,Department of Labor,1959690440.16,-96202381.53,1513947381.66,61174181511.49,59118288689.80,61077979129.96,6d,16,16,8037,D,C,2,1.10,2024,3,2024,2,05,31
2024-05-31,54023129,54023168,Department of State:,null,null,null,null,null,null,6d,17,17,12217,S,C,2,1.11,2024,3,2024,2,05,31
2024-05-31,54023168,54023169,Foreign Service Retirement and Disability Fund,5878694.29,33081287.45,18873874.48,365797940.04,393000533.20,398879227.49,6d,18,18,13865,D,P,3,1.11.1,2024,3,2024,2,05,31
2024-05-31,54023168,54023170,Other,null,null,null,12947839.73,12947839.73,12947839.73,6d,19,19,12220,D,P,3,1.11.2,2024,3,2024,2,05,31
2024-05-31,54023129,54023175,Department of the Treasury,-516747125.80,-2226439928.12,-1759795972.11,17165667576.23,15455974773.91,14939227648.11,6d,21,21,8040,D,C,2,1.13,2024,3,2024,2,05,31
2024-05-31,54023129,54023176,Department of Veterans Affairs:,null,null,null,null,null,null,6d,22,22,8041,S,C,2,1.14,2024,3,2024,2,05,31
2024-05-31,54023176,54023179,Veterans Reopened Insurance Fund,-906000.00,-5553000.00,-4872000.00,32498000.00,27851000.00,26945000.00,6d,23,23,8045,D,P,3,1.14.1,2024,3,2024,2,05,31
2024-05-31,54023176,54023180,National Service Life Insurance,5220000.00,27682000.00,5289000.00,18307000.00,40769000.00,45989000.00,6d,24,24,12235,D,P,3,1.14.2,2024,3,2024,2,05,31
2024-05-31,54023129,54023202,Independent Agencies:,null,null,null,null,null,null,6d,31,31,8051,S,C,2,1.18,2024,3,2024,2,05,31
2024-05-31,54023202,54023204,Federal Deposit Insurance Corporation:,null,null,null,null,null,null,6d,32,32,8053,S,A,3,1.18.1,2024,3,2024,2,05,31
2024-05-31,54023204,54023205,Deposit Insurance Fund,156724000.00,-9817333000.00,-47685224000.00,84297949000.00,74323892000.00,74480616000.00,6d,33,33,8054,D,P,4,1.18.1.1,2024,3,2024,2,05,31
2024-05-31,54023204,54023206,FSLIC Resolution Fund,4451000.00,34895000.00,25878000.00,930776000.00,961220000.00,965671000.00,6d,34,34,8055,D,P,4,1.18.1.2,2024,3,2024,2,05,31
2024-05-31,54023202,54023207,Federal Housing Finance Agency,-24050734.50,139975207.63,130513771.97,134607661.47,298633603.60,274582869.10,6d,35,35,8057,D,A,3,1.18.2,2024,3,2024,2,05,31
2024-05-31,54023270,54023273,Other,-13831716.29,-81009630.25,-20558077.27,1032050182.80,964872268.84,951040552.55,6d,77,77,8356,D,P,3,2.14.2,2024,3,2024,2,05,31
2024-05-31,54023223,54023274,Environmental Protection Agency,-233513765.98,503674168.37,1538640817.25,12438323553.82,13175511488.17,12941997722.19,6d,78,78,8358,D,C,2,2.15,2024,3,2024,2,05,31
2024-05-31,null,54023129,Federal Funds:,null,null,null,null,null,null,6d,1,1,8000,S,FT,1,1,2024,3,2024,2,05,31
2024-05-31,54023223,54023232,Department of Defense--Military Programs:,null,null,null,null,null,null,6d,51,51,8119,S,C,2,2.4,2024,3,2024,2,05,31
2024-05-31,54023279,54023281,Agency Securities,null,null,1875129000.00,null,null,null,6d,83,83,8366,D,SL,4,2.17.1.2,2024,3,2024,2,05,31
2024-05-31,54023297,54023298,Treasury Securities,-52990300.00,310430200.00,376088000.00,2610586500.00,2974007000.00,2921016700.00,6d,93,93,14282,D,SL,4,2.19.3.1,2024,3,2024,2,05,31
2024-05-31,54023297,54023299,Agency Securities,null,null,null,1210000.00,1210000.00,1210000.00,6d,94,94,14283,D,SL,4,2.19.3.2,2024,3,2024,2,05,31
2024-05-31,54023287,54023301,Other,null,null,null,null,null,null,6d,95,95,8432,S,A,3,2.19.4,2024,3,2024,2,05,31
2024-05-31,54023301,54023302,Treasury Securities,50569066.26,263272144.67,-18580664.14,1891387534.24,2104090612.65,2154659678.91,6d,96,96,14247,D,SL,4,2.19.4.1,2024,3,2024,2,05,31
2024-05-31,54023223,54023305,Total Treasury Securities ,-77547711109.57,172527339034.82,189325989882.90,5942579906712.76,6192654956857.15,6115107245747.58,6d,97,97,8434,T,SL,2,2.20,2024,3,2024,2,05,31
2024-05-31,54023223,54023306,Total Agency Securities,null,null,1875129000.00,1210000.00,1210000.00,1210000.00,6d,98,98,8435,T,SL,2,2.21,2024,3,2024,2,05,31
2024-05-31,54023223,54023307,Total Trust Funds,-77547711109.57,172527339034.82,191201118882.90,5942581116712.76,6192656166857.15,6115108455747.58,6d,99,99,8436,T,FT,2,2.22,2024,3,2024,2,05,31
2024-05-31,null,54023308,Grand Total,-74318031603.09,221468893262.29,205082919763.82,6817835168299.68,7113622093165.06,7039304061561.97,6d,100,100,8437,T,SL,1,3,2024,3,2024,2,05,31
2024-05-31,54023129,54023141,Department of Defense--Military Programs:,null,null,null,null,null,null,6d,4,4,8003,S,C,2,1.3,2024,3,2024,2,05,31
2024-05-31,54023223,54023228,Judicial Branch:,null,null,null,null,null,null,6d,48,48,8107,S,C,2,2.2,2024,3,2024,2,05,31
2024-05-31,54023261,54023268,Veterans Special Life Insurance Fund,-15935000.00,-102983000.00,-84581000.00,804847000.00,717799000.00,701864000.00,6d,73,73,8348,D,P,3,2.12.4,2024,3,2024,2,05,31
2024-05-31,54023223,54023269,Corps of Engineers,221821321.79,1668147158.42,1596786906.89,10755124105.16,12201449941.79,12423271263.58,6d,74,74,8350,D,C,2,2.13,2024,3,2024,2,05,31
2024-05-31,54023279,54023280,Treasury Securities,-2801945000.00,-17353779100.00,-47654092000.00,1036636071000.00,1022084236900.00,1019282291900.00,6d,82,82,8365,D,SL,4,2.17.1.1,2024,3,2024,2,05,31
2024-05-31,54023277,54023282,Employees Life Insurance Fund,46524632.09,1313584794.15,696607652.13,52526424297.12,53793484459.18,53840009091.27,6d,84,84,8368,D,P,3,2.17.2,2024,3,2024,2,05,31
2024-05-31,54023277,54023283,Employees and Retired Employees Health Benefits Fund,546441775.25,-1003795382.34,-1414254181.67,25570244046.28,24020006888.69,24566448663.94,6d,85,85,8369,D,P,3,2.17.3,2024,3,2024,2,05,31
2024-05-31,54023223,54023284,Social Security Administration:,null,null,null,null,null,null,6d,86,86,8372,S,C,2,2.18,2024,3,2024,2,05,31
2024-05-31,54023284,54023285,Federal Old-Age and Survivors Insurance Trust Fund,-21444816000.00,-65747328000.00,-41697657000.00,2673749448000.00,2629446936000.00,2608002120000.00,6d,87,87,8374,D,P,3,2.18.1,2024,3,2024,2,05,31
2024-05-31,54023284,54023286,Federal Disability Insurance Trust Fund,1800858000.00,20824660000.00,16005376000.00,142905673000.00,161929475000.00,163730333000.00,6d,88,88,8375,D,P,3,2.18.2,2024,3,2024,2,05,31
2024-05-31,54023223,54023287,Independent Agencies:,null,null,null,null,null,null,6d,89,89,8380,S,C,2,2.19,2024,3,2024,2,05,31
2024-05-31,54023287,54023293,Harry S Truman Scholarship Foundation,null,29624647.66,-7619099.51,9952354.12,39577001.78,39577001.78,6d,90,90,8394,D,A,3,2.19.1,2024,3,2024,2,05,31
2024-05-31,54023287,54023294,Japan-United States Friendship Commission,null,-1000000.00,-939505.97,35725735.47,34725735.47,34725735.47,6d,91,91,8395,D,A,3,2.19.2,2024,3,2024,2,05,31
2024-05-31,54023287,54023297,Railroad Retirement Board,null,null,null,null,null,null,6d,92,92,8425,S,A,3,2.19.3,2024,3,2024,2,05,31
2024-05-31,54023223,54023276,National Aeronautics and Space Administration,null,410402.11,-72080.78,15489158.32,15899560.43,15899560.43,6d,79,79,8360,D,C,2,2.16,2024,3,2024,2,05,31
2024-05-31,54023223,54023277,Office of Personnel Management:,null,null,null,null,null,null,6d,80,80,8361,S,C,2,2.17,2024,3,2024,2,05,31
2024-05-31,54023277,54023279,Civil Service Retirement and Disability Fund,null,null,null,null,null,null,6d,81,81,8364,S,P,3,2.17.1,2024,3,2024,2,05,31
2024-05-31,54023256,54023257,Airport and Airway Trust Fund,1057160000.00,1482453000.00,5254609000.00,16600788000.00,17026081000.00,18083241000.00,6d,66,66,8336,D,P,3,2.10.1,2024,3,2024,2,05,31
2024-05-31,54023256,54023259,Highway Trust Fund,-1464789471.25,-4395274318.23,-3731298701.17,115673305958.02,112742821111.04,111278031639.79,6d,67,67,8337,D,P,3,2.10.2,2024,3,2024,2,05,31
2024-05-31,54023223,54023260,Department of the Treasury,-66561969.49,-7160977.63,112239937.48,4650962507.81,4710363499.67,4643801530.18,6d,68,68,8341,D,C,2,2.11,2024,3,2024,2,05,31
2024-05-31,54023223,54023261,Department of Veterans Affairs:,null,null,null,null,null,null,6d,69,69,8343,S,C,2,2.12,2024,3,2024,2,05,31
2024-05-31,54023261,54023263,"General Post Fund, National Homes",89295556.93,363309.09,3160813.58,140238546.64,51306298.80,140601855.73,6d,70,70,8345,D,P,3,2.12.1,2024,3,2024,2,05,31
2024-05-31,54023261,54023265,National Service Life Insurance,-23409000.00,-179706000.00,-179372000.00,832288000.00,675991000.00,652582000.00,6d,71,71,8346,D,P,3,2.12.2,2024,3,2024,2,05,31
2024-05-31,54023261,54023266,United States Government Life Insurance Fund,-5000.00,-29000.00,-44000.00,1322000.00,1298000.00,1293000.00,6d,72,72,8347,D,P,3,2.12.3,2024,3,2024,2,05,31
2024-05-31,54023202,54023216,Other,null,null,null,null,null,null,6d,38,38,8063,S,A,3,1.18.5,2024,3,2024,2,05,31
2024-05-31,54023232,54023235,Other,-39359870.47,-125991801.57,-52664579.25,1407220928.15,1320588997.05,1281229126.58,6d,53,53,8121,D,P,3,2.4.2,2024,3,2024,2,05,31
2024-05-31,54023223,54023237,Department of Health and Human Services:,null,null,null,null,null,null,6d,54,54,8129,S,C,2,2.5,2024,3,2024,2,05,31
2024-05-31,54023237,54023239,Federal Supplementary Medical Insurance Trust Fund,-44182715000.00,-16168839000.00,39423141000.00,159537203000.00,187551079000.00,143368364000.00,6d,55,55,8161,D,P,3,2.5.1,2024,3,2024,2,05,31
2024-05-31,54023237,54023240,Other,-27214387008.61,11983078480.68,31335893238.83,198815452194.31,238012917683.60,210798530674.99,6d,56,56,8171,D,P,3,2.5.2,2024,3,2024,2,05,31
2024-05-31,54023223,54023241,Department of Homeland Security,48313077.59,604508035.48,323610626.09,11627300824.54,12183495782.43,12231808860.02,6d,57,57,8200,D,C,2,2.6,2024,3,2024,2,05,31
2024-05-31,54023157,54023158,Housing Programs:,null,null,null,null,null,null,6d,10,10,8016,S,B,3,1.7.1,2024,3,2024,2,05,31
2024-04-30,53827307,53827345,Department of Veterans Affairs:,null,null,null,null,null,null,6d,69,69,8343,S,C,2,2.12,2024,3,2024,2,04,30
2024-04-30,53827368,53827369,Federal Old-Age and Survivors Insurance Trust Fund,17983872000.00,-44302512000.00,-21587661000.00,2673749448000.00,2611463064000.00,2629446936000.00,6d,86,86,8374,D,P,3,2.18.1,2024,3,2024,2,04,30
2024-04-30,53827368,53827370,Federal Disability Insurance Trust Fund,6102621000.00,19023802000.00,14759462000.00,142905673000.00,155826854000.00,161929475000.00,6d,87,87,8375,D,P,3,2.18.2,2024,3,2024,2,04,30
2024-04-30,53827307,53827371,Independent Agencies:,null,null,null,null,null,null,6d,88,88,8380,S,C,2,2.19,2024,3,2024,2,04,30
2024-04-30,53827371,53827377,Harry S Truman Scholarship Foundation,null,29624647.66,-7619099.51,9952354.12,39577001.78,39577001.78,6d,89,89,8394,D,A,3,2.19.1,2024,3,2024,2,04,30
2024-04-30,53827371,53827378,Japan-United States Friendship Commission,null,-1000000.00,-939505.97,35725735.47,34725735.47,34725735.47,6d,90,90,8395,D,A,3,2.19.2,2024,3,2024,2,04,30
2024-04-30,53827371,53827381,Railroad Retirement Board,null,null,null,null,null,null,6d,91,91,8425,S,A,3,2.19.3,2024,3,2024,2,04,30
2024-04-30,53827381,53827382,Treasury Securities,404582000.00,363420500.00,530646000.00,2610586500.00,2569425000.00,2974007000.00,6d,92,92,14282,D,SL,4,2.19.3.1,2024,3,2024,2,04,30
2024-04-30,53827381,53827383,Agency Securities,null,null,null,1210000.00,1210000.00,1210000.00,6d,93,93,14283,D,SL,4,2.19.3.2,2024,3,2024,2,04,30
2024-04-30,53827371,53827385,Other,null,null,null,null,null,null,6d,94,94,8432,S,A,3,2.19.4,2024,3,2024,2,04,30
2024-04-30,53827385,53827386,Treasury Securities,72042204.62,212703078.41,150063226.62,1891387534.24,2032048408.03,2104090612.65,6d,95,95,14247,D,SL,4,2.19.4.1,2024,3,2024,2,04,30
2024-04-30,53827307,53827390,Total Agency Securities,null,null,null,1210000.00,1210000.00,1210000.00,6d,97,97,8435,T,SL,2,2.21,2024,3,2024,2,04,30
2024-04-30,53827133,53827261,Other Defense Civil Programs:,null,null,null,null,null,null,6d,26,26,8047,S,C,2,1.15,2024,3,2024,2,04,30
2024-04-30,53827307,53827312,Judicial Branch:,null,null,null,null,null,null,6d,48,48,8107,S,C,2,2.2,2024,3,2024,2,04,30
2024-04-30,53827354,53827356,Military Retirement Fund,7505041114.89,226636443976.75,172286290129.92,1366845194941.54,1585976597803.40,1593481638918.29,6d,76,76,8354,D,P,3,2.14.1,2024,3,2024,2,04,30
2024-04-30,53827354,53827357,Other,1786477.79,-67177913.96,-5033441.37,1032050182.80,963085791.05,964872268.84,6d,77,77,8356,D,P,3,2.14.2,2024,3,2024,2,04,30
2024-04-30,53827307,53827358,Environmental Protection Agency,71872166.70,737187934.35,1749464853.28,12438323553.82,13103639321.47,13175511488.17,6d,78,78,8358,D,C,2,2.15,2024,3,2024,2,04,30
2024-04-30,53827307,53827360,National Aeronautics and Space Administration,null,410402.11,-72080.78,15489158.32,15899560.43,15899560.43,6d,79,79,8360,D,C,2,2.16,2024,3,2024,2,04,30
2024-04-30,53827307,53827361,Office of Personnel Management:,null,null,null,null,null,null,6d,80,80,8361,S,C,2,2.17,2024,3,2024,2,04,30
2024-04-30,53827361,53827363,Civil Service Retirement and Disability Fund,null,null,null,null,null,null,6d,81,81,8364,S,P,3,2.17.1,2024,3,2024,2,04,30
2024-04-30,53827363,53827364,Treasury Securities,-3677916100.00,-14551834100.00,-45778963000.00,1036636071000.00,1025762153000.00,1022084236900.00,6d,82,82,8365,D,SL,4,2.17.1.1,2024,3,2024,2,04,30
2024-04-30,53827361,53827366,Employees Life Insurance Fund,18431660.48,1267060162.06,693324196.11,52526424297.12,53775052798.70,53793484459.18,6d,83,83,8368,D,P,3,2.17.2,2024,3,2024,2,04,30
2024-04-30,53827361,53827367,Employees and Retired Employees Health Benefits Fund,-591592171.29,-1550237157.59,-1185052273.36,25570244046.28,24611599059.98,24020006888.69,6d,84,84,8369,D,P,3,2.17.3,2024,3,2024,2,04,30
2024-04-30,53827307,53827368,Social Security Administration:,null,null,null,null,null,null,6d,85,85,8372,S,C,2,2.18,2024,3,2024,2,04,30
2024-04-30,53827307,53827389,Total Treasury Securities ,55366120710.31,250075050144.39,198596209524.20,5942579906712.76,6137288836146.84,6192654956857.15,6d,96,96,8434,T,SL,2,2.20,2024,3,2024,2,04,30
2024-04-30,53827307,53827391,Total Trust Funds,55366120710.31,250075050144.39,198596209524.20,5942581116712.76,6137290046146.84,6192656166857.15,6d,98,98,8436,T,FT,2,2.22,2024,3,2024,2,04,30
2024-04-30,53827197,53827199,Housing Programs:,null,null,null,null,null,null,6d,10,10,8016,S,B,3,1.7.1,2024,3,2024,2,04,30
2024-04-30,53827133,53827275,Office of Personnel Management:,null,null,null,null,null,null,6d,29,29,8049,S,C,2,1.17,2024,3,2024,2,04,30
2024-04-30,53827316,53827319,Other,-31829764.29,-86631931.10,55334259.56,1407220928.15,1352418761.34,1320588997.05,6d,53,53,8121,D,P,3,2.4.2,2024,3,2024,2,04,30
2024-04-30,null,53827307,Trust Funds:,null,null,null,null,null,null,6d,43,43,8080,S,FT,1,2,2024,3,2024,2,04,30
2024-04-30,53827345,53827349,National Service Life Insurance,-28178000.00,-156297000.00,-177327000.00,832288000.00,704169000.00,675991000.00,6d,71,71,8346,D,P,3,2.12.2,2024,3,2024,2,04,30
2024-04-30,53827345,53827350,United States Government Life Insurance Fund,-4000.00,-24000.00,-39000.00,1322000.00,1302000.00,1298000.00,6d,72,72,8347,D,P,3,2.12.3,2024,3,2024,2,04,30
2024-04-30,53827345,53827352,Veterans Special Life Insurance Fund,-20991000.00,-87048000.00,-84230000.00,804847000.00,738790000.00,717799000.00,6d,73,73,8348,D,P,3,2.12.4,2024,3,2024,2,04,30
2024-04-30,53827307,53827353,Corps of Engineers,180979704.90,1446325836.63,1386622568.19,10755124105.16,12020470236.89,12201449941.79,6d,74,74,8350,D,C,2,2.13,2024,3,2024,2,04,30
2024-04-30,53827307,53827354,Other Defense Civil Programs:,null,null,null,null,null,null,6d,75,75,8353,S,C,2,2.14,2024,3,2024,2,04,30
2024-04-30,null,53827392,Grand Total,60511344805.79,295786924865.38,223001387313.86,6817835168299.68,7053110748359.27,7113622093165.06,6d,99,99,8437,T,SL,1,3,2024,3,2024,2,04,30
2024-04-30,53827133,53827197,Department of Housing and Urban Development:,null,null,null,null,null,null,6d,9,9,8014,S,C,2,1.7,2024,3,2024,2,04,30
2024-04-30,53827300,53827301,Treasury Securities,-161429971.20,395046996.23,-143423266.01,12121350946.01,12677827913.44,12516397942.24,6d,39,39,14242,D,SL,4,1.18.5.1,2024,3,2024,2,04,30
2024-04-30,53827133,53827303,Other,384037453.36,2876396620.42,498043770.63,2000383377.90,4492742544.96,4876779998.32,6d,40,40,8070,D,C,2,1.19,2024,3,2024,2,04,30
2024-04-30,53827133,53827304,Total Treasury Securities ,5145224095.48,45711874720.99,24405177789.66,875254051586.92,915820702212.43,920965926307.91,6d,41,41,8071,T,SL,2,1.20,2024,3,2024,2,04,30
2024-04-30,53827133,53827306,Total Federal Funds,5145224095.48,45711874720.99,24405177789.66,875254051586.92,915820702212.43,920965926307.91,6d,42,42,8073,T,FT,2,1.21,2024,3,2024,2,04,30
2024-04-30,53827307,53827308,Legislative Branch:,null,null,null,null,null,null,6d,44,44,8100,S,C,2,2.1,2024,3,2024,2,04,30
2024-04-30,53827133,53827286,Independent Agencies:,null,null,null,null,null,null,6d,31,31,8051,S,C,2,1.18,2024,3,2024,2,04,30
2024-04-30,53827316,53827317,Voluntary Separation Incentive Fund,-442447.02,4128262.43,4290675.83,41568544.47,46139253.92,45696806.90,6d,52,52,8120,D,P,3,2.4.1,2024,3,2024,2,04,30
2024-04-30,53827307,53827321,Department of Health and Human Services:,null,null,null,null,null,null,6d,54,54,8129,S,C,2,2.5,2024,3,2024,2,04,30
2024-04-30,53827321,53827323,Federal Supplementary Medical Insurance Trust Fund,2303281000.00,28013876000.00,41223936000.00,159537203000.00,185247798000.00,187551079000.00,6d,55,55,8161,D,P,3,2.5.1,2024,3,2024,2,04,30
2024-04-30,53827321,53827324,Other,25101006092.44,39197465489.29,35504335959.13,198815452194.31,212911911591.16,238012917683.60,6d,56,56,8171,D,P,3,2.5.2,2024,3,2024,2,04,30
2024-04-30,53827307,53827325,Department of Homeland Security,147491982.10,556194957.89,195616200.60,11627300824.54,12036003800.33,12183495782.43,6d,57,57,8200,D,C,2,2.6,2024,3,2024,2,04,30
2024-04-30,53827307,53827332,Department of the Interior,7932212.27,119394597.14,-44162654.91,304090743.86,415553128.73,423485341.00,6d,58,58,8301,D,C,2,2.7,2024,3,2024,2,04,30
2024-04-30,53827307,53827334,Department of Labor:,null,null,null,null,null,null,6d,59,59,8308,S,C,2,2.8,2024,3,2024,2,04,30
2024-04-30,53827334,53827335,Unemployment Trust Fund,940704000.00,-4378185000.00,-2274087000.00,81845683000.00,76526794000.00,77467498000.00,6d,60,60,8311,D,P,3,2.8.1,2024,3,2024,2,04,30
2024-04-30,53827334,53827336,Other,-5197500.00,-3672900.00,8189800.00,72000000.00,73524600.00,68327100.00,6d,61,61,8321,D,P,3,2.8.2,2024,3,2024,2,04,30
2024-04-30,53827307,53827337,Department of State:,null,null,null,null,null,null,6d,62,62,8322,S,C,2,2.9,2024,3,2024,2,04,30
2024-04-30,53827337,53827338,Foreign Service Retirement and Disability Fund,-56670000.00,-32570000.00,15418000.00,21054819000.00,21078919000.00,21022249000.00,6d,63,63,8331,D,P,3,2.9.1,2024,3,2024,2,04,30
2024-04-30,53827337,53827339,Other,null,-432588.50,6400382.62,49147986.09,48715397.59,48715397.59,6d,64,64,8334,D,P,3,2.9.2,2024,3,2024,2,04,30
2024-04-30,53827307,53827340,Department of Transportation:,null,null,null,null,null,null,6d,65,65,8335,S,C,2,2.10,2024,3,2024,2,04,30
2024-04-30,53827340,53827341,Airport and Airway Trust Fund,141261000.00,425293000.00,3150854000.00,16600788000.00,16884820000.00,17026081000.00,6d,66,66,8336,D,P,3,2.10.1,2024,3,2024,2,04,30
2024-04-30,53827340,53827343,Highway Trust Fund,-1387697122.21,-2930484846.98,-2451826626.81,115673305958.02,114130518233.25,112742821111.04,6d,67,67,8337,D,P,3,2.10.2,2024,3,2024,2,04,30
2024-04-30,53827307,53827344,Department of the Treasury,143863851.80,59400991.86,205935250.35,4650962507.81,4566499647.87,4710363499.67,6d,68,68,8341,D,C,2,2.11,2024,3,2024,2,04,30
2024-04-30,53827345,53827347,"General Post Fund, National Homes",-89201573.95,-88932247.84,22769309.53,140238546.64,140507872.75,51306298.80,6d,70,70,8345,D,P,3,2.12.1,2024,3,2024,2,04,30
2024-04-30,null,53827133,Federal Funds:,null,null,null,null,null,null,6d,1,1,8000,S,FT,1,1,2024,3,2024,2,04,30
