Record Date,Parent ID,Classification ID,Classification Description,Current Month Budget Amount,Current Fiscal Year to Date Budget Amount,Prior Fiscal Year to Date Budget Amount,Current Year Budget Estimate Amount,Next Year Budget Estimate Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2023-05-31,51817266,51817267,On-Budget Surplus (+) or Deficit (-),-217501451829.95,-1135483301818.44,-409337255126.10,-1555383.00,-1738973.00,2,9,9,90,D,SL,3,1.3.1,2023,3,2023,2,05,31
2023-05-31,51817266,51817268,Off-Budget Surplus (+) or Deficit (-),-22846787828.42,-29387860639.63,-16888302097.04,-13961.00,-107381.00,2,10,10,100,D,SL,3,1.3.2,2023,3,2023,2,05,31
2023-05-31,51817194,51817269,Total On-Budget and Off-Budget Financing,240348239658.37,1164871162458.07,426225557223.14,1569344.00,1846354.00,2,11,11,110,T,SL,2,1.4,2023,3,2023,2,05,31
2023-05-31,null,51817270,Means of Financing:,null,null,null,null,null,2,12,12,120,S,SL,1,2,2023,3,2023,2,05,31
2023-05-31,51817270,51817271,Borrowing from the Public,19084631611.61,302978908793.58,1599253858575.70,1657481.00,1872830.00,2,13,13,130,D,SL,2,2.1,2023,3,2023,2,05,31
2023-05-31,51817270,51817272,"Reduction of Operating Cash, Increase (-)",267868853264.43,587481766120.96,-639080381896.82,-14006.00,0.00,2,14,14,140,D,SL,2,2.2,2023,3,2023,2,05,31
2023-05-31,51817270,51817296,By Other Means,-46605245217.67,274410487519.23,-533947910814.73,-74130.00,-26476.00,2,15,15,150,D,SL,2,2.3,2023,3,2023,2,05,31
2023-04-30,null,51585874,Total On-Budget and Off-Budget Results:,null,null,null,null,null,2,1,1,10,S,SL,1,1,2023,3,2023,2,04,30
2023-04-30,51585874,51585892,Total Receipts,638520361158.51,2686716213530.10,2985598525185.89,4802483.00,5036384.00,2,2,2,20,T,SL,2,1.1,2023,3,2023,2,04,30
2023-04-30,51585892,51585894,On-Budget Receipts,518378361158.51,2006869616691.40,2370941316280.43,3604388.00,3828230.00,2,3,3,30,D,SL,3,1.1.1,2023,3,2023,2,04,30
2023-04-30,51585892,51585915,Off-Budget Receipts,120142000000.00,679846596838.70,614657208905.46,1198095.00,1208154.00,2,4,4,40,D,SL,3,1.1.2,2023,3,2023,2,04,30
2023-04-30,51585874,51585923,Total Outlays,462339570809.39,3611239136329.80,3345601568727.45,6371827.00,6882738.00,2,5,5,50,T,SL,2,1.2,2023,3,2023,2,04,30
2023-04-30,51585923,51585930,On-Budget Outlays,361603393405.13,2924851466679.89,2730090548081.18,5159771.00,5567203.00,2,6,6,60,D,SL,3,1.2.1,2023,3,2023,2,04,30
2023-04-30,51585923,51585934,Off-Budget Outlays,100736177404.26,686387669649.91,615511020646.27,1212056.00,1315535.00,2,7,7,70,D,SL,3,1.2.2,2023,3,2023,2,04,30
2023-04-30,51585874,51585941,Total Surplus (+) or Deficit (-),176180790349.12,-924522922799.70,-360003043541.56,-1569344.00,-1846354.00,2,8,8,80,T,SL,2,1.3,2023,3,2023,2,04,30
2023-04-30,51585941,51585947,On-Budget Surplus (+) or Deficit (-),156774967753.38,-917981849988.49,-359149231800.75,-1555383.00,-1738973.00,2,9,9,90,D,SL,3,1.3.1,2023,3,2023,2,04,30
2023-04-30,51585941,51585955,Off-Budget Surplus (+) or Deficit (-),19405822595.74,-6541072811.21,-853811740.81,-13961.00,-107381.00,2,10,10,100,D,SL,3,1.3.2,2023,3,2023,2,04,30
2023-04-30,51585874,51585962,Total On-Budget and Off-Budget Financing,-176180790349.12,924522922799.70,360003043541.56,1569344.00,1846354.00,2,11,11,110,T,SL,2,1.4,2023,3,2023,2,04,30
2023-04-30,null,51585969,Means of Financing:,null,null,null,null,null,2,12,12,120,S,SL,1,2,2023,3,2023,2,04,30
2023-04-30,51585969,51585974,Borrowing from the Public,-87786761537.74,283894277181.97,1549074338863.72,1657481.00,1872830.00,2,13,13,130,D,SL,2,2.1,2023,3,2023,2,04,30
2023-04-30,51585969,51585980,"Reduction of Operating Cash, Increase (-)",-138688133567.70,319612912856.53,-708080453886.45,-14006.00,0.00,2,14,14,140,D,SL,2,2.2,2023,3,2023,2,04,30
2023-04-30,51585969,51585985,By Other Means,50294104756.32,321015732736.90,-480990832792.65,-74130.00,-26476.00,2,15,15,150,D,SL,2,2.3,2023,3,2023,2,04,30
2023-03-31,null,51437531,Total On-Budget and Off-Budget Results:,null,null,null,null,null,2,1,1,10,S,SL,1,1,2023,2,2023,1,03,31
2023-03-31,51437531,51437538,Total Receipts,313240364412.41,2048195852371.59,2121954843403.13,4802483.00,5036384.00,2,2,2,20,T,SL,2,1.1,2023,2,2023,1,03,31
2023-03-31,51437538,51437547,On-Budget Receipts,210006971528.60,1488491255532.89,1617119634497.67,3604388.00,3828230.00,2,3,3,30,D,SL,3,1.1.1,2023,2,2023,1,03,31
2023-03-31,51437538,51437552,Off-Budget Receipts,103233392883.81,559704596838.70,504835208905.46,1198095.00,1208154.00,2,4,4,40,D,SL,3,1.1.2,2023,2,2023,1,03,31
2023-03-31,51437531,51437559,Total Outlays,691316680884.15,3148899565520.41,2790172947471.48,6371827.00,6882738.00,2,5,5,50,T,SL,2,1.2,2023,2,2023,1,03,31
2023-03-31,51437559,51437564,On-Budget Outlays,579979551993.95,2563248073274.76,2264744450101.97,5159771.00,5567203.00,2,6,6,60,D,SL,3,1.2.1,2023,2,2023,1,03,31
2023-03-31,51437559,51437569,Off-Budget Outlays,111337128890.20,585651492245.65,525428497369.51,1212056.00,1315535.00,2,7,7,70,D,SL,3,1.2.2,2023,2,2023,1,03,31
2023-03-31,51437531,51437575,Total Surplus (+) or Deficit (-),-378076316471.74,-1100703713148.82,-668218104068.35,-1569344.00,-1846354.00,2,8,8,80,T,SL,2,1.3,2023,2,2023,1,03,31
2023-03-31,51437575,51437582,On-Budget Surplus (+) or Deficit (-),-369972580465.35,-1074756817741.87,-647624815604.30,-1555383.00,-1738973.00,2,9,9,90,D,SL,3,1.3.1,2023,2,2023,1,03,31
2023-03-31,51437575,51437629,Off-Budget Surplus (+) or Deficit (-),-8103736006.39,-25946895406.95,-20593288464.05,-13961.00,-107381.00,2,10,10,100,D,SL,3,1.3.2,2023,2,2023,1,03,31
2023-03-31,51437531,51437640,Total On-Budget and Off-Budget Financing,378076316471.74,1100703713148.82,668218104068.35,1569344.00,1846354.00,2,11,11,110,T,SL,2,1.4,2023,2,2023,1,03,31
2023-03-31,null,51437657,Means of Financing:,null,null,null,null,null,2,12,12,120,S,SL,1,2,2023,2,2023,1,03,31
2023-03-31,51437657,51437668,Borrowing from the Public,81031258790.53,371681038719.71,1589728852060.48,1657481.00,1872830.00,2,13,13,130,D,SL,2,2.1,2023,2,2023,1,03,31
2023-03-31,51437657,51437677,"Reduction of Operating Cash, Increase (-)",237312159124.98,458301046424.23,-436363399852.95,-14006.00,0.00,2,14,14,140,D,SL,2,2.2,2023,2,2023,1,03,31
2023-03-31,51437657,51437690,By Other Means,59732898547.88,270721627980.58,-485147339461.82,-74130.00,-26476.00,2,15,15,150,D,SL,2,2.3,2023,2,2023,1,03,31
2023-02-28,null,51223995,Total On-Budget and Off-Budget Results:,null,null,null,null,null,2,1,1,10,S,SL,1,1,2023,2,2023,1,02,28
2023-02-28,51223995,51224002,Total Receipts,262113909495.88,1734955487959.18,1806789356159.44,4732711.00,4991537.00,2,2,2,20,T,SL,2,1.1,2023,2,2023,1,02,28
2023-02-28,51224002,51224004,On-Budget Receipts,168219909495.88,1278484284004.29,1391569085314.47,3596220.00,3793231.00,2,3,3,30,D,SL,3,1.1.1,2023,2,2023,1,02,28
2023-02-28,51224002,51224007,Off-Budget Receipts,93894000000.00,456471203954.89,415220270844.97,1136491.00,1198306.00,2,4,4,40,D,SL,3,1.1.2,2023,2,2023,1,02,28
2023-02-28,51223995,51224010,Total Outlays,524547752690.11,2457582884636.26,2282373790617.27,6032427.00,6303177.00,2,5,5,50,T,SL,2,1.2,2023,2,2023,1,02,28
2023-02-28,51224010,51224013,On-Budget Outlays,411259975954.28,1983268521280.81,1857142804306.76,4826410.00,4986453.00,2,6,6,60,D,SL,3,1.2.1,2023,2,2023,1,02,28
2023-02-28,51224010,51224016,Off-Budget Outlays,113287776735.83,474314363355.45,425230986310.51,1206017.00,1316724.00,2,7,7,70,D,SL,3,1.2.2,2023,2,2023,1,02,28
2023-02-28,51223995,51224018,Total Surplus (+) or Deficit (-),-262433843194.23,-722627396677.08,-475584434457.83,-1299716.00,-1311640.00,2,8,8,80,T,SL,2,1.3,2023,2,2023,1,02,28
2023-02-28,51224018,51224021,On-Budget Surplus (+) or Deficit (-),-243040066458.40,-704784237276.52,-465573718992.29,-1230190.00,-1193222.00,2,9,9,90,D,SL,3,1.3.1,2023,2,2023,1,02,28
2023-02-28,51224018,51224024,Off-Budget Surplus (+) or Deficit (-),-19393776735.83,-17843159400.56,-10010715465.54,-69526.00,-118418.00,2,10,10,100,D,SL,3,1.3.2,2023,2,2023,1,02,28
2023-02-28,51223995,51224027,Total On-Budget and Off-Budget Financing,262433843194.23,722627396677.08,475584434457.83,1299716.00,1311640.00,2,11,11,110,T,SL,2,1.4,2023,2,2023,1,02,28
2023-02-28,null,51224031,Means of Financing:,null,null,null,null,null,2,12,12,120,S,SL,1,2,2023,2,2023,1,02,28
2023-02-28,51224031,51224034,Borrowing from the Public,21385792016.22,290649779929.18,1490076464675.21,1367375.00,1361936.00,2,13,13,130,D,SL,2,2.1,2023,2,2023,1,02,28
2023-02-28,51224031,51224037,"Reduction of Operating Cash, Increase (-)",152903531109.28,220988887299.25,-556103814105.13,0.00,0.00,2,14,14,140,D,SL,2,2.2,2023,2,2023,1,02,28
2023-02-28,51224031,51224044,By Other Means,88144520068.73,210988729432.70,-458388207434.89,-67659.00,-50296.00,2,15,15,150,D,SL,2,2.3,2023,2,2023,1,02,28
2023-01-31,null,51090788,Total On-Budget and Off-Budget Results:,null,null,null,null,null,2,1,1,10,S,SL,1,1,2023,2,2023,1,01,31
2023-01-31,51090788,51090793,Total Receipts,447288317962.29,1472841578463.30,1516932089609.96,4732711.00,4991537.00,2,2,2,20,T,SL,2,1.1,2023,2,2023,1,01,31
2023-01-31,51090793,51090798,On-Budget Receipts,339029317962.29,1110264374508.41,1182783818764.99,3596220.00,3793231.00,2,3,3,30,D,SL,3,1.1.1,2023,2,2023,1,01,31
2023-01-31,51090793,51090802,Off-Budget Receipts,108259000000.00,362577203954.89,334148270844.97,1136491.00,1198306.00,2,4,4,40,D,SL,3,1.1.2,2023,2,2023,1,01,31
2023-01-31,51090788,51090805,Total Outlays,486072089801.51,1933035131646.15,1775926772011.74,6032427.00,6303177.00,2,5,5,50,T,SL,2,1.2,2023,2,2023,1,01,31
2023-01-31,51090805,51090809,On-Budget Outlays,388956907671.10,1572008545026.53,1450886100652.88,4826410.00,4986453.00,2,6,6,60,D,SL,3,1.2.1,2023,2,2023,1,01,31
2023-01-31,51090805,51090812,Off-Budget Outlays,97115182130.41,361026586619.62,325040671358.86,1206017.00,1316724.00,2,7,7,70,D,SL,3,1.2.2,2023,2,2023,1,01,31
2023-01-31,51090788,51090816,Total Surplus (+) or Deficit (-),-38783771839.22,-460193553182.85,-258994682401.78,-1299716.00,-1311640.00,2,8,8,80,T,SL,2,1.3,2023,2,2023,1,01,31
2023-01-31,51090816,51090821,On-Budget Surplus (+) or Deficit (-),-49927589708.81,-461744170518.12,-268102281887.89,-1230190.00,-1193222.00,2,9,9,90,D,SL,3,1.3.1,2023,2,2023,1,01,31
2023-01-31,51090816,51090826,Off-Budget Surplus (+) or Deficit (-),11143817869.59,1550617335.27,9107599486.11,-69526.00,-118418.00,2,10,10,100,D,SL,3,1.3.2,2023,2,2023,1,01,31
2023-01-31,51090788,51090829,Total On-Budget and Off-Budget Financing,38783771839.22,460193553182.85,258994682401.78,1299716.00,1311640.00,2,11,11,110,T,SL,2,1.4,2023,2,2023,1,01,31
2023-01-31,null,51090832,Means of Financing:,null,null,null,null,null,2,12,12,120,S,SL,1,2,2023,2,2023,1,01,31
2023-01-31,51090832,51090835,Borrowing from the Public,67209383896.30,269263987612.96,1203436245321.13,1367375.00,1361936.00,2,13,13,130,D,SL,2,2.1,2023,2,2023,1,01,31
2023-01-31,51090832,51090838,"Reduction of Operating Cash, Increase (-)",-121223449858.36,68085356189.97,-527683107025.71,0.00,0.00,2,14,14,140,D,SL,2,2.2,2023,2,2023,1,01,31
2023-01-31,51090832,51090840,By Other Means,92797837798.58,122844209363.97,-416758447216.28,-67659.00,-50296.00,2,15,15,150,D,SL,2,2.3,2023,2,2023,1,01,31
2022-12-31,null,50913515,Total On-Budget and Off-Budget Results:,null,null,null,null,null,2,1,1,10,S,SL,1,1,2023,1,2022,4,12,31
2022-12-31,50913515,50913516,Total Receipts,454942371659.52,1025553260501.01,1051858362401.54,4732711.00,4991537.00,2,2,2,20,T,SL,2,1.1,2023,1,2022,4,12,31
2022-12-31,50913516,50913517,On-Budget Receipts,358135167704.63,771235056546.12,817382091556.57,3596220.00,3793231.00,2,3,3,30,D,SL,3,1.1.1,2023,1,2022,4,12,31
2022-12-31,50913516,50913518,Off-Budget Receipts,96807203954.89,254318203954.89,234476270844.97,1136491.00,1198306.00,2,4,4,40,D,SL,3,1.1.2,2023,1,2022,4,12,31
2022-12-31,50913515,50913519,Total Outlays,539943108237.40,1446963041844.64,1429551903044.98,6032427.00,6303177.00,2,5,5,50,T,SL,2,1.2,2023,1,2022,4,12,31
2022-12-31,50913519,50913520,On-Budget Outlays,467639162353.05,1183051637355.43,1191805768419.99,4826410.00,4986453.00,2,6,6,60,D,SL,3,1.2.1,2023,1,2022,4,12,31
2022-12-31,50913519,50913521,Off-Budget Outlays,72303945884.35,263911404489.21,237746134624.99,1206017.00,1316724.00,2,7,7,70,D,SL,3,1.2.2,2023,1,2022,4,12,31
2022-12-31,50913515,50913522,Total Surplus (+) or Deficit (-),-85000736577.88,-421409781343.63,-377693540643.44,-1299716.00,-1311640.00,2,8,8,80,T,SL,2,1.3,2023,1,2022,4,12,31
2022-12-31,50913522,50913523,On-Budget Surplus (+) or Deficit (-),-109503994648.42,-411816580809.31,-374423676863.42,-1230190.00,-1193222.00,2,9,9,90,D,SL,3,1.3.1,2023,1,2022,4,12,31
2022-12-31,50913522,50913524,Off-Budget Surplus (+) or Deficit (-),24503258070.54,-9593200534.32,-3269863780.02,-69526.00,-118418.00,2,10,10,100,D,SL,3,1.3.2,2023,1,2022,4,12,31
2022-12-31,50913515,50913525,Total On-Budget and Off-Budget Financing,85000736577.88,421409781343.63,377693540643.44,1299716.00,1311640.00,2,11,11,110,T,SL,2,1.4,2023,1,2022,4,12,31
2022-12-31,null,50913526,Means of Financing:,null,null,null,null,null,2,12,12,120,S,SL,1,2,2023,1,2022,4,12,31
2022-12-31,50913526,50913527,Borrowing from the Public,-36185026438.15,202054603716.66,862453050025.31,1367375.00,1361936.00,2,13,13,130,D,SL,2,2.1,2023,1,2022,4,12,31
2022-12-31,50913526,50913528,"Reduction of Operating Cash, Increase (-)",86105800774.68,189308806048.33,-190948188481.73,0.00,0.00,2,14,14,140,D,SL,2,2.2,2023,1,2022,4,12,31
2022-12-31,50913526,50913529,By Other Means,35079962232.85,30046371565.39,-293811320900.14,-67659.00,-50296.00,2,15,15,150,D,SL,2,2.3,2023,1,2022,4,12,31
2022-11-30,null,50760308,Total On-Budget and Off-Budget Results:,null,null,null,null,null,2,1,1,10,S,SL,1,1,2023,1,2022,4,11,30
2022-11-30,50760308,50760316,Total Receipts,252110808982.40,570610888841.49,565135353028.00,4732711.00,4991537.00,2,2,2,20,T,SL,2,1.1,2023,1,2022,4,11,30
2022-11-30,50760316,50760319,On-Budget Receipts,170472808982.40,413099888841.49,416788353028.00,3596220.00,3793231.00,2,3,3,30,D,SL,3,1.1.1,2023,1,2022,4,11,30
2022-11-30,50760316,50760321,Off-Budget Receipts,81638000000.00,157511000000.00,148347000000.00,1136491.00,1198306.00,2,4,4,40,D,SL,3,1.1.2,2023,1,2022,4,11,30
2022-11-30,50760308,50760324,Total Outlays,500645689634.98,907019933607.24,921525764246.21,6032427.00,6303177.00,2,5,5,50,T,SL,2,1.2,2023,1,2022,4,11,30
2022-11-30,50760324,50760327,On-Budget Outlays,399543008345.04,715412475002.38,744732180611.24,4826410.00,4986453.00,2,6,6,60,D,SL,3,1.2.1,2023,1,2022,4,11,30
2022-11-30,50760324,50760330,Off-Budget Outlays,101102681289.94,191607458604.86,176793583634.97,1206017.00,1316724.00,2,7,7,70,D,SL,3,1.2.2,2023,1,2022,4,11,30
2022-11-30,50760308,50760334,Total Surplus (+) or Deficit (-),-248534880652.58,-336409044765.75,-356390411218.21,-1299716.00,-1311640.00,2,8,8,80,T,SL,2,1.3,2023,1,2022,4,11,30
2022-11-30,50760334,50760336,On-Budget Surplus (+) or Deficit (-),-229070199362.64,-302312586160.89,-327943827583.24,-1230190.00,-1193222.00,2,9,9,90,D,SL,3,1.3.1,2023,1,2022,4,11,30
2022-11-30,50760334,50760339,Off-Budget Surplus (+) or Deficit (-),-19464681289.94,-34096458604.86,-28446583634.97,-69526.00,-118418.00,2,10,10,100,D,SL,3,1.3.2,2023,1,2022,4,11,30
2022-11-30,50760308,50760342,Total On-Budget and Off-Budget Financing,248534880652.58,336409044765.75,356390411218.21,1299716.00,1311640.00,2,11,11,110,T,SL,2,1.4,2023,1,2022,4,11,30
2022-11-30,null,50760345,Means of Financing:,null,null,null,null,null,2,12,12,120,S,SL,1,2,2023,1,2022,4,11,30
2022-11-30,50760345,50760349,Borrowing from the Public,194995959285.43,238239630154.81,364114109760.38,1367375.00,1361936.00,2,13,13,130,D,SL,2,2.1,2023,1,2022,4,11,30
2022-11-30,50760345,50760352,"Reduction of Operating Cash, Increase (-)",63679144321.04,103203005273.65,2006674235.20,0.00,0.00,2,14,14,140,D,SL,2,2.2,2023,1,2022,4,11,30
2022-11-30,50760345,50760356,By Other Means,-10140222953.89,-5033590667.46,-9730372777.37,-67659.00,-50296.00,2,15,15,150,D,SL,2,2.3,2023,1,2022,4,11,30
2022-10-31,null,50648873,Total On-Budget and Off-Budget Results:,null,null,null,null,null,2,1,1,10,S,SL,1,1,2023,1,2022,4,10,31
2022-10-31,50648873,50648874,Total Receipts,318576407660.87,318576407660.87,283927343217.40,4732711.00,4991537.00,2,2,2,20,T,SL,2,1.1,2023,1,2022,4,10,31
2022-10-31,50648874,50648875,On-Budget Receipts,242703407660.87,242703407660.87,212635343217.40,3596220.00,3793231.00,2,3,3,30,D,SL,3,1.1.1,2023,1,2022,4,10,31
2022-10-31,50648874,50648876,Off-Budget Receipts,75873000000.00,75873000000.00,71292000000.00,1136491.00,1198306.00,2,4,4,40,D,SL,3,1.1.2,2023,1,2022,4,10,31
2022-10-31,50648873,50648877,Total Outlays,406374243972.26,406374243972.26,448982710150.65,6032427.00,6303177.00,2,5,5,50,T,SL,2,1.2,2023,1,2022,4,10,31
2022-10-31,50648877,50648878,On-Budget Outlays,315869466657.34,315869466657.34,365311910948.29,4826410.00,4986453.00,2,6,6,60,D,SL,3,1.2.1,2023,1,2022,4,10,31
2022-10-31,50648877,50648879,Off-Budget Outlays,90504777314.92,90504777314.92,83670799202.36,1206017.00,1316724.00,2,7,7,70,D,SL,3,1.2.2,2023,1,2022,4,10,31
2022-10-31,50648873,50648880,Total Surplus (+) or Deficit (-),-87797836311.39,-87797836311.39,-165055366933.25,-1299716.00,-1311640.00,2,8,8,80,T,SL,2,1.3,2023,1,2022,4,10,31
2022-10-31,50648880,50648881,On-Budget Surplus (+) or Deficit (-),-73166058996.47,-73166058996.47,-152676567730.89,-1230190.00,-1193222.00,2,9,9,90,D,SL,3,1.3.1,2023,1,2022,4,10,31
2022-10-31,50648880,50648882,Off-Budget Surplus (+) or Deficit (-),-14631777314.92,-14631777314.92,-12378799202.36,-69526.00,-118418.00,2,10,10,100,D,SL,3,1.3.2,2023,1,2022,4,10,31
2022-10-31,50648873,50648883,Total On-Budget and Off-Budget Financing,87797836311.39,87797836311.39,165055366933.25,1299716.00,1311640.00,2,11,11,110,T,SL,2,1.4,2023,1,2022,4,10,31
2022-10-31,null,50648884,Means of Financing:,null,null,null,null,null,2,12,12,120,S,SL,1,2,2023,1,2022,4,10,31
2022-10-31,50648884,50648885,Borrowing from the Public,43243670869.38,43243670869.38,356602232075.92,1367375.00,1361936.00,2,13,13,130,D,SL,2,2.1,2023,1,2022,4,10,31
2022-10-31,50648884,50648886,"Reduction of Operating Cash, Increase (-)",39523860952.61,39523860952.61,-62863128151.82,0.00,0.00,2,14,14,140,D,SL,2,2.2,2023,1,2022,4,10,31
2022-10-31,50648884,50648887,By Other Means,5030304484.65,5030304484.65,-128683736990.85,-67659.00,-50296.00,2,15,15,150,D,SL,2,2.3,2023,1,2022,4,10,31
2022-09-30,null,50410029,Total On-Budget and Off-Budget Results:,null,null,null,null,null,2,1,1,10,S,SL,1,1,2022,4,2022,3,09,30
2022-09-30,50410029,50410043,Total Receipts,487722888232.04,4896119043921.00,4045978858727.41,4940674.00,4732711.00,2,2,2,20,T,SL,2,1.1,2022,4,2022,3,09,30
2022-09-30,50410043,50410046,On-Budget Receipts,394192245772.01,3830144126853.32,3093656635556.39,3873852.00,3596220.00,2,3,3,30,D,SL,3,1.1.1,2022,4,2022,3,09,30
2022-09-30,50410043,50410048,Off-Budget Receipts,93530642460.03,1065974917067.68,952322223171.02,1066822.00,1136491.00,2,4,4,40,D,SL,3,1.1.2,2022,4,2022,3,09,30
2022-09-30,50410029,50410050,Total Outlays,917396367193.88,6271507596876.00,6821553740037.43,5972228.00,6032427.00,2,5,5,50,T,SL,2,1.2,2022,4,2022,3,09,30
2022-09-30,50410050,50410053,On-Budget Outlays,817391867670.30,5190350651482.59,5817706312284.13,4887495.00,4826410.00,2,6,6,60,D,SL,3,1.2.1,2022,4,2022,3,09,30
2022-09-30,50410050,50410056,Off-Budget Outlays,100004499523.58,1081156945393.41,1003847427753.30,1084733.00,1206017.00,2,7,7,70,D,SL,3,1.2.2,2022,4,2022,3,09,30
2022-09-30,50410029,50410059,Total Surplus (+) or Deficit (-),-429673478961.84,-1375388552955.00,-2775574881310.02,-1031554.00,-1299716.00,2,8,8,80,T,SL,2,1.3,2022,4,2022,3,09,30
2022-09-30,50410059,50410061,On-Budget Surplus (+) or Deficit (-),-423199621898.29,-1360206524629.27,-2724049676727.74,-1013643.00,-1230190.00,2,9,9,90,D,SL,3,1.3.1,2022,4,2022,3,09,30
2022-09-30,50410059,50410063,Off-Budget Surplus (+) or Deficit (-),-6473857063.55,-15182028325.73,-51525204582.28,-17911.00,-69526.00,2,10,10,100,D,SL,3,1.3.2,2022,4,2022,3,09,30
2022-09-30,50410029,50410066,Total On-Budget and Off-Budget Financing,429673478961.84,1375388552955.00,2775574881310.02,1031554.00,1299716.00,2,11,11,110,T,SL,2,1.4,2022,4,2022,3,09,30
2022-09-30,null,50410069,Means of Financing:,null,null,null,null,null,2,12,12,120,S,SL,1,2,2022,4,2022,3,09,30
2022-09-30,50410069,50410072,Borrowing from the Public,22310464438.15,1969815254676.49,1267947786483.72,2062990.00,1367375.00,2,13,13,130,D,SL,2,2.1,2022,4,2022,3,09,30
2022-09-30,50410069,50410074,"Reduction of Operating Cash, Increase (-)",33917602444.10,-420833754395.99,1566519187653.23,-434840.00,0.00,2,14,14,140,D,SL,2,2.2,2022,4,2022,3,09,30
2022-09-30,50410069,50410077,By Other Means,373445412069.25,-173592941281.23,-58889284154.72,-596596.00,-67659.00,2,15,15,150,D,SL,2,2.3,2022,4,2022,3,09,30
2022-08-31,null,50168604,Total On-Budget and Off-Budget Results:,null,null,null,null,null,2,1,1,10,S,SL,1,1,2022,4,2022,3,08,31
2022-08-31,50168604,50168615,Total Receipts,303726400594.84,4408451733324.00,3586455768777.26,4940674.00,4732711.00,2,2,2,20,T,SL,2,1.1,2022,4,2022,3,08,31
2022-08-31,50168615,50168618,On-Budget Receipts,217548400594.84,3436007458716.35,2721520138797.67,3873852.00,3596220.00,2,3,3,30,D,SL,3,1.1.1,2022,4,2022,3,08,31
2022-08-31,50168615,50168621,Off-Budget Receipts,86178000000.00,972444274607.65,864935629979.59,1066822.00,1136491.00,2,4,4,40,D,SL,3,1.1.2,2022,4,2022,3,08,31
2022-08-31,50168604,50168624,Total Outlays,523322641544.48,5354166807317.16,6297090305854.00,5972228.00,6032427.00,2,5,5,50,T,SL,2,1.2,2022,4,2022,3,08,31
2022-08-31,50168624,50168626,On-Budget Outlays,422046677012.30,4373014361447.33,5385804125069.06,4887495.00,4826410.00,2,6,6,60,D,SL,3,1.2.1,2022,4,2022,3,08,31
2022-08-31,50168624,50168629,Off-Budget Outlays,101275964532.18,981152445869.83,911286180784.94,1084733.00,1206017.00,2,7,7,70,D,SL,3,1.2.2,2022,4,2022,3,08,31
2022-08-31,50168604,50168632,Total Surplus (+) or Deficit (-),-219596240949.64,-945715073993.16,-2710634537076.74,-1031554.00,-1299716.00,2,8,8,80,T,SL,2,1.3,2022,4,2022,3,08,31
2022-08-31,50168632,50168635,On-Budget Surplus (+) or Deficit (-),-204498276417.46,-937006902730.98,-2664283986271.39,-1013643.00,-1230190.00,2,9,9,90,D,SL,3,1.3.1,2022,4,2022,3,08,31
2022-08-31,50168632,50168638,Off-Budget Surplus (+) or Deficit (-),-15097964532.18,-8708171262.18,-46350550805.35,-17911.00,-69526.00,2,10,10,100,D,SL,3,1.3.2,2022,4,2022,3,08,31
2022-08-31,50168604,50168641,Total On-Budget and Off-Budget Financing,219596240949.64,945715073993.16,2710634537076.74,1031554.00,1299716.00,2,11,11,110,T,SL,2,1.4,2022,4,2022,3,08,31
2022-08-31,null,50168645,Means of Financing:,null,null,null,null,null,2,12,12,120,S,SL,1,2,2022,4,2022,3,08,31
2022-08-31,50168645,50168649,Borrowing from the Public,308281135882.80,1947504790238.34,1238002653701.29,2062990.00,1367375.00,2,13,13,130,D,SL,2,2.1,2022,4,2022,3,08,31
2022-08-31,50168645,50168652,"Reduction of Operating Cash, Increase (-)",-50638266494.70,-454751356840.09,1425694785164.94,-434840.00,0.00,2,14,14,140,D,SL,2,2.2,2022,4,2022,3,08,31
2022-08-31,50168645,50168655,By Other Means,-38046628461.11,-547038353350.48,46938562867.41,-596596.00,-67659.00,2,15,15,150,D,SL,2,2.3,2022,4,2022,3,08,31
2022-07-31,null,49918475,Total On-Budget and Off-Budget Results:,null,null,null,null,null,2,1,1,10,S,SL,1,1,2022,4,2022,3,07,31
2022-07-31,49918475,49918487,Total Receipts,269335053891.58,4104725332729.16,3318077685879.47,4436626.00,4638192.00,2,2,2,20,T,SL,2,1.1,2022,4,2022,3,07,31
2022-07-31,49918487,49918490,On-Budget Receipts,189321053891.58,3218459058121.51,2530289055899.88,3389419.00,3537550.00,2,3,3,30,D,SL,3,1.1.1,2022,4,2022,3,07,31
2022-07-31,49918487,49918493,Off-Budget Receipts,80014000000.00,886266274607.65,787788629979.59,1047207.00,1100642.00,2,4,4,40,D,SL,3,1.1.2,2022,4,2022,3,07,31
2022-07-31,49918475,49918496,Total Outlays,480386813941.84,4830844163219.48,5858077639148.17,5851576.00,5792048.00,2,5,5,50,T,SL,2,1.2,2022,4,2022,3,07,31
2022-07-31,49918496,49918499,On-Budget Outlays,391027971330.83,3950967684435.03,5040244307177.05,4763683.00,4605306.00,2,6,6,60,D,SL,3,1.2.1,2022,4,2022,3,07,31
2022-07-31,49918496,49918502,Off-Budget Outlays,89358842611.01,879876478784.45,817833331971.12,1087893.00,1186742.00,2,7,7,70,D,SL,3,1.2.2,2022,4,2022,3,07,31
