Record Date,Parent ID,Classification ID,Classification Description,Current Month Receipts Amount,Current Month Outlays Amount,Current Month Excess Amount,Fiscal Year to Date Receipts Amount,Fiscal Year to Date Outlays Amount,Fiscal Year to Date Excess Amount,Beginning Year Account Balance Amount,Beginning Month Account Balance Amount,Closing Month Account Balance Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2022-11-30,null,50762363,Total Federal Fund Receipts and Outlays,130492171532.60,352935549648.70,-222443378116.10,339482323915.44,810980293853.75,-471497969938.31,null,null,null,8,21,21,230,T,SL,1,2,2023,1,2022,4,11,30
2022-11-30,50762363,50762364,Less: Interfund Transactions,203118658.51,203118658.51,null,203119498.51,203119498.51,null,null,null,null,8,22,22,240,D,PGD,2,2.1,2023,1,2022,4,11,30
2022-11-30,50762363,50762365,Federal Fund Receipts and Outlays on the Basis of Table 4 & 5,130289052874.09,352732430990.19,-222443378116.10,339279204416.93,810777174355.24,-471497969938.31,null,null,null,8,23,23,260,D,SL,2,2.2,2023,1,2022,4,11,30
2022-11-30,null,50762366,Net Budget Receipts & Outlays,252110808982.40,500645689634.98,-248534880652.58,570610888841.49,907019933607.24,-336409044765.75,null,null,null,8,24,24,280,T,SL,1,3,2023,1,2022,4,11,30
2022-10-31,null,50650967,"Trust Receipts, Outlays, and Investments Held:",null,null,null,null,null,null,null,null,null,8,1,1,10,S,SL,1,1,2023,1,2022,4,10,31
2022-10-31,50650967,50650968,Airport and Airway,238289529.04,1402754759.92,-1164465230.88,238289529.04,1402754759.92,-1164465230.88,10818211000.00,10818211000.00,10775493000.00,8,2,2,20,D,PG,2,1.1,2023,1,2022,4,10,31
2022-10-31,50650967,50650969,Black Lung Disability,2829779.11,17209459.98,-14379680.87,2829779.11,17209459.98,-14379680.87,null,null,null,8,3,3,30,D,PG,2,1.2,2023,1,2022,4,10,31
2022-10-31,50650967,50650970,Federal Disability Insurance,11723035442.83,12225221470.32,-502186027.49,11723035442.83,12225221470.32,-502186027.49,114678766000.00,114678766000.00,114229568000.00,8,4,4,50,D,PG,2,1.3,2023,1,2022,4,10,31
2022-10-31,50650967,50650971,Federal Employees Life and Health,null,150085907.28,-150085907.28,null,150085907.28,-150085907.28,78297079099.63,78297079099.63,78145817600.42,8,5,5,60,D,PG,2,1.4,2023,1,2022,4,10,31
2022-10-31,50650967,50650972,Federal Employees Retirement,4747041330.38,8455704639.37,-3708663308.99,4747041330.38,8455704639.37,-3708663308.99,1034168383756.84,1034168383756.84,1030404905793.97,8,6,6,70,D,PG,2,1.5,2023,1,2022,4,10,31
2022-10-31,50650967,50650973,Federal Hospital Insurance,28204618364.84,14301289186.17,13903329178.67,28204618364.84,14301289186.17,13903329178.67,null,null,null,8,7,7,80,D,PG,2,1.6,2023,1,2022,4,10,31
2022-10-31,50650967,50650974,Federal Old-Age and Survivors Insurance,79564621948.95,92399969901.69,-12835347952.74,79564621948.95,92399969901.69,-12835347952.74,2723600525000.00,2723600525000.00,2710884670000.00,8,8,8,90,D,PG,2,1.7,2023,1,2022,4,10,31
2022-10-31,50650967,50650975,Federal Supplementary Medical Insurance,51576570989.93,17796651365.38,33779919624.55,51576570989.93,17796651365.38,33779919624.55,167964375000.00,167964375000.00,204431200000.00,8,9,9,100,D,PG,2,1.8,2023,1,2022,4,10,31
2022-10-31,50650967,50650976,Hazardous Substance Superfund,52614034.63,146631791.76,-94017757.13,52614034.63,146631791.76,-94017757.13,9359855511.19,9359855511.19,9426999887.93,8,10,10,105,D,PG,2,1.9,2023,1,2022,4,10,31
2022-10-31,50650967,50650977,Highways,1228131044.32,5202109251.78,-3973978207.46,1228131044.32,5202109251.78,-3973978207.46,127546568649.69,127546568649.69,127133274740.29,8,11,11,110,D,PG,2,1.10,2023,1,2022,4,10,31
2022-10-31,50650967,50650978,Military Advances,3029466005.09,2579748612.98,449717392.11,3029466005.09,2579748612.98,449717392.11,null,null,null,8,12,12,120,D,PG,2,1.11,2023,1,2022,4,10,31
2022-10-31,50650967,50650979,Military Retirement,136240774501.16,486687994.86,135754086506.30,136240774501.16,486687994.86,135754086506.30,1194652246029.18,1194652246029.18,1360738216895.93,8,13,13,125,D,PG,2,1.12,2023,1,2022,4,10,31
2022-10-31,50650967,50650980,Railroad Retirement,-726553689.59,1132718865.77,-1859272555.36,-726553689.59,1132718865.77,-1859272555.36,2453703000.00,2453703000.00,2370293000.00,8,14,14,130,D,PG,2,1.13,2023,1,2022,4,10,31
2022-10-31,50650967,50650981,Unemployment,4030900321.34,2237586641.15,1793313680.19,4030900321.34,2237586641.15,1793313680.19,73587428000.00,73587428000.00,73693771000.00,8,15,15,150,D,PG,2,1.14,2023,1,2022,4,10,31
2022-10-31,50650967,50650982,Veterans Life Insurance,-2042425.81,38767981.60,-40810407.41,-2042425.81,38767981.60,-40810407.41,2012457000.00,2012457000.00,1970572000.00,8,16,16,160,D,PG,2,1.15,2023,1,2022,4,10,31
2022-10-31,50650967,50650983,All Other Trust,835257177.33,991988814.50,-156731637.17,835257177.33,991988814.50,-156731637.17,213336792371.89,213336792371.89,228023387405.24,8,17,17,170,D,PG,2,1.16,2023,1,2022,4,10,31
2022-10-31,50650967,50650984,Total Trust Fund Receipts and Outlays and Investments Held from Table 6-D,320745554353.55,159565126644.51,161180427709.04,320745554353.55,159565126644.51,161180427709.04,5752476390418.42,5752476390418.42,5952228169323.78,8,18,18,190,T,SLU,2,1.17,2023,1,2022,4,10,31
2022-10-31,50650967,50650985,Less: Interfund Transactions,211235626037.30,211235626037.30,null,211235626037.30,211235626037.30,null,null,null,null,8,19,19,200,D,SLD,2,1.18,2023,1,2022,4,10,31
2022-10-31,50650967,50650986,Trust Fund Receipts and Outlays on the Basis of Tables 4 & 5,109509928316.25,-51670499392.79,161180427709.04,109509928316.25,-51670499392.79,161180427709.04,null,null,null,8,20,20,220,D,SL,2,1.19,2023,1,2022,4,10,31
2022-10-31,null,50650987,Total Federal Fund Receipts and Outlays,209066480184.62,458044744205.05,-248978264020.43,209066480184.62,458044744205.05,-248978264020.43,null,null,null,8,21,21,230,T,SL,1,2,2023,1,2022,4,10,31
2022-10-31,50650987,50650988,Less: Interfund Transactions,840.00,840.00,null,840.00,840.00,null,null,null,null,8,22,22,240,D,PGD,2,2.1,2023,1,2022,4,10,31
2022-10-31,50650987,50650989,Federal Fund Receipts and Outlays on the Basis of Table 4 & 5,209066479344.62,458044743365.05,-248978264020.43,209066479344.62,458044743365.05,-248978264020.43,null,null,null,8,23,23,260,D,SL,2,2.2,2023,1,2022,4,10,31
2022-10-31,null,50650990,Net Budget Receipts & Outlays,318576407660.87,406374243972.26,-87797836311.39,318576407660.87,406374243972.26,-87797836311.39,null,null,null,8,24,24,280,T,SL,1,3,2023,1,2022,4,10,31
2022-09-30,null,50412113,"Trust Receipts, Outlays, and Investments Held:",null,null,null,null,null,null,null,null,null,8,1,1,10,S,SL,1,1,2022,4,2022,3,09,30
2022-09-30,50412113,50412114,Airport and Airway,1842122157.64,856529233.12,985592924.52,11549392645.28,16726483353.35,-5177090708.07,15901898000.00,10731478000.00,10818211000.00,8,2,2,20,D,PG,2,1.1,2022,4,2022,3,09,30
2022-09-30,50412113,50412115,Black Lung Disability,21074244.12,120507605.34,-99433361.22,182540905.14,295386110.98,-112845205.84,null,null,null,8,3,3,30,D,PG,2,1.2,2022,4,2022,3,09,30
2022-09-30,50412113,50412116,Federal Disability Insurance,13865196717.79,12201759001.73,1663437716.06,162020148358.85,145391940975.84,16628207383.01,98032277000.00,113072339000.00,114678766000.00,8,4,4,50,D,PG,2,1.3,2022,4,2022,3,09,30
2022-09-30,50412113,50412117,Federal Employees Life and Health,null,-719266816.14,719266816.14,null,-439933903.73,439933903.73,78129769656.63,77572046869.35,78297079099.63,8,5,5,60,D,PG,2,1.4,2022,4,2022,3,09,30
2022-09-30,50412113,50412118,Federal Employees Retirement,52555544605.67,8197693525.59,44357851080.08,123804881264.37,97965377853.80,25839503410.57,947816320019.11,989796113346.19,1034168383756.84,8,6,6,70,D,PG,2,1.5,2022,4,2022,3,09,30
2022-09-30,50412113,50412119,Federal Hospital Insurance,52895181281.85,56997265680.37,-4102084398.52,436278232672.81,394447007214.99,41831225457.82,null,null,null,8,7,7,80,D,PG,2,1.6,2022,4,2022,3,09,30
2022-09-30,50412113,50412120,Federal Old-Age and Survivors Insurance,81890668600.93,91322443675.43,-9431775074.50,1041053853617.07,1073280220110.47,-32226366493.40,2755784664000.00,2733124167000.00,2723600525000.00,8,8,8,90,D,PG,2,1.7,2022,4,2022,3,09,30
2022-09-30,50412113,50412121,Federal Supplementary Medical Insurance,56553688694.37,80512914596.81,-23959225902.44,614005041630.19,588181093357.09,25823948273.10,170677159000.00,198632077000.00,167964375000.00,8,9,9,100,D,PG,2,1.8,2022,4,2022,3,09,30
2022-09-30,50412113,50412122,Hazardous Substance Superfund,270641598.17,117604654.49,153036943.68,5499921809.79,1384363494.44,4115558315.35,5047805986.62,9281365163.48,9359855511.19,8,10,10,105,D,PG,2,1.9,2022,4,2022,3,09,30
2022-09-30,50412113,50412123,Highways,7272543340.46,6975763261.07,296780079.39,165609465099.58,52912654432.54,112696810667.04,12043352643.45,131070618238.08,127546568649.69,8,11,11,110,D,PG,2,1.10,2022,4,2022,3,09,30
2022-09-30,50412113,50412124,Military Advances,3894385854.76,3994416565.67,-100030710.91,39631127657.74,34745436422.37,4885691235.37,null,null,null,8,12,12,120,D,PG,2,1.11,2022,4,2022,3,09,30
2022-09-30,50412113,50412125,Military Retirement,2652794666.05,10785150235.95,-8132355569.90,235317846714.81,71531836937.08,163786009777.73,1031999890195.49,1203427569812.29,1194652246029.18,8,13,13,125,D,PG,2,1.12,2022,4,2022,3,09,30
2022-09-30,50412113,50412126,Railroad Retirement,500714273.37,1682880353.24,-1182166079.87,11679398586.69,15664874128.61,-3985475541.92,2589778000.00,2200940000.00,2453703000.00,8,14,14,130,D,PG,2,1.13,2022,4,2022,3,09,30
2022-09-30,50412113,50412127,Unemployment,722319244.03,18836876307.66,-18114557063.63,68274750214.73,49497269672.13,18777480542.60,53135035000.00,75518957000.00,73587428000.00,8,15,15,150,D,PG,2,1.14,2022,4,2022,3,09,30
2022-09-30,50412113,50412128,Veterans Life Insurance,7568955.10,60496723.90,-52927768.80,65188542.57,602234217.91,-537045675.34,2541170000.00,2065145000.00,2012457000.00,8,16,16,160,D,PG,2,1.15,2022,4,2022,3,09,30
2022-09-30,50412113,50412129,All Other Trust,1166653898.79,1363410521.72,-196756622.93,11370465488.30,8208614987.49,3161850500.81,181749320315.19,229673945806.80,213336792371.89,8,17,17,170,D,PG,2,1.16,2022,4,2022,3,09,30
2022-09-30,50412113,50412130,Total Trust Fund Receipts and Outlays and Investments Held from Table 6-D,276111098133.10,293306445125.95,-17195346992.85,2926342255207.92,2550394859365.36,375947395842.56,5355448439816.49,5776166762236.19,5752476390418.42,8,18,18,190,T,SLU,2,1.17,2022,4,2022,3,09,30
2022-09-30,50412113,50412131,Less: Interfund Transactions,136806990754.41,136806990754.41,null,1375636054235.99,1375636054235.99,null,null,null,null,8,19,19,200,D,SLD,2,1.18,2022,4,2022,3,09,30
2022-09-30,50412113,50412132,Trust Fund Receipts and Outlays on the Basis of Tables 4 & 5,139304107378.69,156499454371.54,-17195346992.85,1550706200971.93,1174758805129.37,375947395842.56,null,null,null,8,20,20,220,D,SL,2,1.19,2022,4,2022,3,09,30
2022-09-30,null,50412133,Total Federal Fund Receipts and Outlays,348597665204.58,761075797173.57,-412478131968.99,3346511867598.91,5097847816396.47,-1751335948797.56,null,null,null,8,21,21,230,T,SL,1,2,2022,4,2022,3,09,30
2022-09-30,50412133,50412134,Less: Interfund Transactions,178884351.23,178884351.23,null,1099024649.84,1099024649.84,null,null,null,null,8,22,22,240,D,PGD,2,2.1,2022,4,2022,3,09,30
2022-09-30,50412133,50412135,Federal Fund Receipts and Outlays on the Basis of Table 4 & 5,348418780853.35,760896912822.34,-412478131968.99,3345412842949.07,5096748791746.63,-1751335948797.56,null,null,null,8,23,23,260,D,SL,2,2.2,2022,4,2022,3,09,30
2022-09-30,null,50412136,Net Budget Receipts & Outlays,487722888232.04,917396367193.88,-429673478961.84,4896119043921.00,6271507596876.00,-1375388552955.00,null,null,null,8,24,24,280,T,SL,1,3,2022,4,2022,3,09,30
2022-08-31,null,50170644,"Trust Receipts, Outlays, and Investments Held:",null,null,null,null,null,null,null,null,null,8,1,1,10,S,SL,1,1,2022,4,2022,3,08,31
2022-08-31,50170644,50170645,Airport and Airway,3651588560.42,798518655.11,2853069905.31,9707270487.64,15869954120.23,-6162683632.59,15901898000.00,7701425000.00,10731478000.00,8,2,2,20,D,PG,2,1.1,2022,4,2022,3,08,31
2022-08-31,50170644,50170646,Black Lung Disability,19956277.23,16719420.20,3236857.03,161466661.02,174878505.64,-13411844.62,null,null,null,8,3,3,30,D,PG,2,1.2,2022,4,2022,3,08,31
2022-08-31,50170644,50170647,Federal Disability Insurance,12794553129.26,12181257838.50,613295290.76,148154951641.06,133190181974.11,14964769666.95,98032277000.00,112455558000.00,113072339000.00,8,4,4,50,D,PG,2,1.3,2022,4,2022,3,08,31
2022-08-31,50170644,50170648,Federal Employees Life and Health,null,360097461.39,-360097461.39,null,279332912.41,-279332912.41,78129769656.63,78280346378.11,77572046869.35,8,5,5,60,D,PG,2,1.4,2022,4,2022,3,08,31
2022-08-31,50170644,50170649,Federal Employees Retirement,4122308653.04,8197023316.40,-4074714663.36,71249336658.70,89767684328.21,-18518347669.51,947816320019.11,993878752668.35,989796113346.19,8,6,6,70,D,PG,2,1.5,2022,4,2022,3,08,31
2022-08-31,50170644,50170650,Federal Hospital Insurance,27849745820.77,28484522612.85,-634776792.08,383383051390.96,337449741534.62,45933309856.34,null,null,null,8,7,7,80,D,PG,2,1.6,2022,4,2022,3,08,31
2022-08-31,50170644,50170651,Federal Old-Age and Survivors Insurance,75410097595.98,91353182837.19,-15943085241.21,959163185016.14,981957776435.04,-22794591418.90,2755784664000.00,2749090520000.00,2733124167000.00,8,8,8,90,D,PG,2,1.7,2022,4,2022,3,08,31
2022-08-31,50170644,50170652,Federal Supplementary Medical Insurance,50567846248.43,45527910183.06,5039936065.37,557451352935.82,507668178760.28,49783174175.54,170677159000.00,193687406000.00,198632077000.00,8,9,9,100,D,PG,2,1.8,2022,4,2022,3,08,31
2022-08-31,50170644,50170653,Hazardous Substance Superfund,299453910.67,125792878.91,173661031.76,5229280211.62,1266758839.95,3962521371.67,5047805986.62,8849932028.65,9281365163.48,8,10,10,105,D,PG,2,1.9,2022,4,2022,3,08,31
2022-08-31,50170644,50170654,Highways,2027161658.87,6875219896.62,-4848058237.75,158336921759.12,45936891171.47,112400030587.65,12043352643.45,134623786836.62,131070618238.08,8,11,11,110,D,PG,2,1.10,2022,4,2022,3,08,31
2022-08-31,50170644,50170655,Military Advances,2918470970.59,2865929571.48,52541399.11,35736741802.98,30751019856.70,4985721946.28,null,null,null,8,12,12,120,D,PG,2,1.11,2022,4,2022,3,08,31
2022-08-31,50170644,50170656,Military Retirement,20990883208.69,5630704590.89,15360178617.80,232665052048.76,60746686701.13,171918365347.63,1031999890195.49,1188110448524.93,1203427569812.29,8,13,13,125,D,PG,2,1.12,2022,4,2022,3,08,31
2022-08-31,50170644,50170657,Railroad Retirement,1457094966.14,1259594349.92,197500616.22,11178684313.32,13981993775.37,-2803309462.05,2589778000.00,2389287000.00,2200940000.00,8,14,14,130,D,PG,2,1.13,2022,4,2022,3,08,31
2022-08-31,50170644,50170658,Unemployment,8983927221.79,2508450752.18,6475476469.61,67552430970.70,30660393364.47,36892037606.23,53135035000.00,76744752000.00,75518957000.00,8,15,15,150,D,PG,2,1.14,2022,4,2022,3,08,31
2022-08-31,50170644,50170659,Veterans Life Insurance,2770366.40,44504661.90,-41734295.50,57619587.47,541737494.01,-484117906.54,2541170000.00,2107323000.00,2065145000.00,8,16,16,160,D,PG,2,1.15,2022,4,2022,3,08,31
2022-08-31,50170644,50170660,All Other Trust,966134702.84,850846316.52,115288386.32,10148233954.47,6845204465.77,3303029488.70,181749320315.19,229700946221.79,229673945806.80,8,17,17,170,D,PG,2,1.16,2022,4,2022,3,08,31
2022-08-31,50170644,50170661,Total Trust Fund Receipts and Outlays and Investments Held from Table 6-D,212061993291.12,207080275343.12,4981717948.00,2650175579439.78,2257088414239.41,393087165200.37,5355448439816.49,5777620483658.45,5776166762236.19,8,18,18,190,T,SLU,2,1.17,2022,4,2022,3,08,31
2022-08-31,50170644,50170662,Less: Interfund Transactions,82845839698.84,82845839698.84,null,1238773485846.54,1238773485846.54,null,null,null,null,8,19,19,200,D,SLD,2,1.18,2022,4,2022,3,08,31
2022-08-31,50170644,50170663,Trust Fund Receipts and Outlays on the Basis of Tables 4 & 5,129216153592.28,124234435644.28,4981717948.00,1411402093593.24,1018314928392.87,393087165200.37,null,null,null,8,20,20,220,D,SL,2,1.19,2022,4,2022,3,08,31
2022-08-31,null,50170664,Total Federal Fund Receipts and Outlays,174583853745.86,399161812643.50,-224577958897.64,2997969780029.37,4336772019222.90,-1338802239193.53,null,null,null,8,21,21,230,T,SL,1,2,2022,4,2022,3,08,31
2022-08-31,50170664,50170665,Less: Interfund Transactions,73606743.30,73606743.30,null,920140298.61,920140298.61,null,null,null,null,8,22,22,240,D,PGD,2,2.1,2022,4,2022,3,08,31
2022-08-31,50170664,50170666,Federal Fund Receipts and Outlays on the Basis of Table 4 & 5,174510247002.56,399088205900.20,-224577958897.64,2997049639730.76,4335851878924.29,-1338802239193.53,null,null,null,8,23,23,260,D,SL,2,2.2,2022,4,2022,3,08,31
2022-08-31,null,50170667,Net Budget Receipts & Outlays,303726400594.84,523322641544.48,-219596240949.64,4408451733324.00,5354166807317.16,-945715073993.16,null,null,null,8,24,24,280,T,SL,1,3,2022,4,2022,3,08,31
2022-07-31,null,49920344,"Trust Receipts, Outlays, and Investments Held:",null,null,null,null,null,null,null,null,null,8,1,1,10,S,SL,1,1,2022,4,2022,3,07,31
2022-07-31,49920344,49920345,Airport and Airway,630727161.38,702338504.31,-71611342.93,6055681927.22,15071435465.12,-9015753537.90,15901898000.00,7644196000.00,7701425000.00,8,2,2,20,D,PG,2,1.1,2022,4,2022,3,07,31
2022-07-31,49920344,49920346,Black Lung Disability,17512070.01,16412967.94,1099102.07,141510383.79,158159085.44,-16648701.65,null,null,null,8,3,3,30,D,PG,2,1.2,2022,4,2022,3,07,31
2022-07-31,49920344,49920347,Federal Disability Insurance,12257143050.77,12207200309.37,49942741.40,135360398511.80,121008924135.61,14351474376.19,98032277000.00,112415188000.00,112455558000.00,8,4,4,50,D,PG,2,1.3,2022,4,2022,3,07,31
2022-07-31,49920344,49920348,Federal Employees Life and Health,null,-9802988.11,9802988.11,null,-80764548.98,80764548.98,78129769656.63,78271714851.15,78280346378.11,8,5,5,60,D,PG,2,1.4,2022,4,2022,3,07,31
2022-07-31,49920344,49920349,Federal Employees Retirement,4074449587.51,8495573214.53,-4421123627.02,67127028005.66,81570661011.81,-14443633006.15,947816320019.11,998291185591.80,993878752668.35,8,6,6,70,D,PG,2,1.5,2022,4,2022,3,07,31
2022-07-31,49920344,49920350,Federal Hospital Insurance,25564843941.17,30697937562.28,-5133093621.11,355533305570.19,308965218921.77,46568086648.42,null,null,null,8,7,7,80,D,PG,2,1.6,2022,4,2022,3,07,31
2022-07-31,49920344,49920351,Federal Old-Age and Survivors Insurance,81586390048.30,91021836885.99,-9435446837.69,883753087420.16,890604593597.85,-6851506177.69,2755784664000.00,2758522632000.00,2749090520000.00,8,8,8,90,D,PG,2,1.7,2022,4,2022,3,07,31
2022-07-31,49920344,49920352,Federal Supplementary Medical Insurance,50190837458.98,50105961488.49,84875970.49,506883506687.39,462140268577.22,44743238110.17,170677159000.00,200275033000.00,193687406000.00,8,9,9,100,D,PG,2,1.8,2022,4,2022,3,07,31
2022-07-31,49920344,49920353,Hazardous Substance Superfund,28012942.23,102430139.09,-74417196.86,4929826300.95,1140965961.04,3788860339.91,5047805986.62,8932769269.38,8849932028.65,8,10,10,105,D,PG,2,1.9,2022,4,2022,3,07,31
2022-07-31,49920344,49920354,Highways,4767716213.05,4733437629.96,34278583.09,156309760100.25,39061671274.85,117248088825.40,12043352643.45,135575166516.15,134623786836.62,8,11,11,110,D,PG,2,1.10,2022,4,2022,3,07,31
2022-07-31,49920344,49920355,Military Advances,4081408329.67,2856796395.78,1224611933.89,32818270832.39,27885090285.22,4933180547.17,null,null,null,8,12,12,120,D,PG,2,1.11,2022,4,2022,3,07,31
2022-07-31,49920344,49920356,Military Retirement,13509597256.40,5631473088.05,7878124168.35,211674168840.07,55115982110.24,156558186729.83,1031999890195.49,1180233670142.71,1188110448524.93,8,13,13,125,D,PG,2,1.12,2022,4,2022,3,07,31
2022-07-31,49920344,49920357,Railroad Retirement,-522890640.63,1290495246.02,-1813385886.65,9721589347.18,12722399425.45,-3000810078.27,2589778000.00,2334919000.00,2389287000.00,8,14,14,130,D,PG,2,1.13,2022,4,2022,3,07,31
2022-07-31,49920344,49920358,Unemployment,3020162884.54,1912987327.33,1107175557.21,58568503748.91,28151942612.29,30416561136.62,53135035000.00,76046423000.00,76744752000.00,8,15,15,150,D,PG,2,1.14,2022,4,2022,3,07,31
2022-07-31,49920344,49920359,Veterans Life Insurance,1368072.28,51917257.97,-50549185.69,54849221.07,497232832.11,-442383611.04,2541170000.00,2156071000.00,2107323000.00,8,16,16,160,D,PG,2,1.15,2022,4,2022,3,07,31
2022-07-31,49920344,49920360,All Other Trust,669128537.07,1877269481.99,-1208140944.92,9182099251.63,5994358149.25,3187741102.38,181749320315.19,235815938311.42,229700946221.79,8,17,17,170,D,PG,2,1.16,2022,4,2022,3,07,31
2022-07-31,49920344,49920361,Total Trust Fund Receipts and Outlays and Investments Held from Table 6-D,199876406912.73,211694264510.99,-11817857598.26,2438113586148.66,2050008138896.29,388105447252.37,5355448439816.49,5796514906682.61,5777620483658.45,8,18,18,190,T,SLU,2,1.17,2022,4,2022,3,07,31
2022-07-31,49920344,49920362,Less: Interfund Transactions,85862725028.36,85862725028.36,null,1155927646147.70,1155927646147.70,null,null,null,null,8,19,19,200,D,SLD,2,1.18,2022,4,2022,3,07,31
2022-07-31,49920344,49920363,Trust Fund Receipts and Outlays on the Basis of Tables 4 & 5,114013681884.37,125831539482.63,-11817857598.26,1282185940000.96,894080492748.59,388105447252.37,null,null,null,8,20,20,220,D,SL,2,1.19,2022,4,2022,3,07,31
2022-07-31,null,49920364,Total Federal Fund Receipts and Outlays,155395371757.53,354629274209.53,-199233902452.00,2823385926283.51,3937610204026.20,-1114224277742.69,null,null,null,8,21,21,230,T,SL,1,2,2022,4,2022,3,07,31
2022-07-31,49920364,49920365,Less: Interfund Transactions,73999750.32,73999750.32,null,846533555.31,846533555.31,null,null,null,null,8,22,22,240,D,PGD,2,2.1,2022,4,2022,3,07,31
2022-07-31,49920364,49920366,Federal Fund Receipts and Outlays on the Basis of Table 4 & 5,155321372007.21,354555274459.21,-199233902452.00,2822539392728.20,3936763670470.89,-1114224277742.69,null,null,null,8,23,23,260,D,SL,2,2.2,2022,4,2022,3,07,31
2022-07-31,null,49920367,Net Budget Receipts & Outlays,269335053891.58,480386813941.84,-211051760050.26,4104725332729.16,4830844163219.48,-726118830490.32,null,null,null,8,24,24,280,T,SL,1,3,2022,4,2022,3,07,31
2022-06-30,null,49750781,"Trust Receipts, Outlays, and Investments Held:",null,null,null,null,null,null,null,null,null,8,1,1,10,S,SL,1,1,2022,3,2022,2,06,30
2022-06-30,49750781,49750782,Airport and Airway,700474155.60,1584299748.87,-883825593.27,5424954765.84,14369096960.81,-8944142194.97,15901898000.00,8500323000.00,7644196000.00,8,2,2,20,D,PG,2,1.1,2022,3,2022,2,06,30
2022-06-30,49750781,49750783,Black Lung Disability,18082381.25,16435540.41,1646840.84,123998313.78,141746117.50,-17747803.72,null,null,null,8,3,3,30,D,PG,2,1.2,2022,3,2022,2,06,30
2022-06-30,49750781,49750784,Federal Disability Insurance,17014441262.44,12339952958.36,4674488304.08,123103255461.03,108801723826.24,14301531634.79,98032277000.00,107728168000.00,112415188000.00,8,4,4,50,D,PG,2,1.3,2022,3,2022,2,06,30
2022-06-30,49750781,49750785,Federal Employees Life and Health,null,256876997.96,-256876997.96,null,-70961560.87,70961560.87,78129769656.63,78528065555.68,78271714851.15,8,5,5,60,D,PG,2,1.4,2022,3,2022,2,06,30
2022-06-30,49750781,49750786,Federal Employees Retirement,15622904314.09,8223544604.16,7399359709.93,63052578418.15,73075087797.28,-10022509379.13,947816320019.11,990842600345.28,998291185591.80,8,6,6,70,D,PG,2,1.5,2022,3,2022,2,06,30
2022-06-30,49750781,49750787,Federal Hospital Insurance,60585849251.59,43390289783.45,17195559468.14,329968461629.02,278267281359.49,51701180269.53,null,null,null,8,7,7,80,D,PG,2,1.6,2022,3,2022,2,06,30
2022-06-30,49750781,49750788,Federal Old-Age and Survivors Insurance,124186691920.11,96159102720.77,28027589199.34,802166697371.86,799582756711.86,2583940660.00,2755784664000.00,2730507314000.00,2758522632000.00,8,8,8,90,D,PG,2,1.7,2022,3,2022,2,06,30
2022-06-30,49750781,49750789,Federal Supplementary Medical Insurance,57252349520.15,55363130286.47,1889219233.68,456692669228.41,412034307088.73,44658362139.68,170677159000.00,200130922000.00,200275033000.00,8,9,9,100,D,PG,2,1.8,2022,3,2022,2,06,30
2022-06-30,49750781,49750790,Hazardous Substance Superfund,13932735.73,112101828.60,-98169092.87,4901813358.72,1038535821.95,3863277536.77,5047805986.62,9027051349.68,8932769269.38,8,10,10,105,D,PG,2,1.9,2022,3,2022,2,06,30
2022-06-30,49750781,49750791,Highways,4852165692.59,4975136570.55,-122970877.96,151542043887.20,34328233644.89,117213810242.31,12043352643.45,135329021832.78,135575166516.15,8,11,11,110,D,PG,2,1.10,2022,3,2022,2,06,30
2022-06-30,49750781,49750792,Military Advances,3212246940.41,3138455514.91,73791425.50,28736862502.72,25028293889.44,3708568613.28,null,null,null,8,12,12,120,D,PG,2,1.11,2022,3,2022,2,06,30
2022-06-30,49750781,49750793,Military Retirement,7668354100.28,5612354085.82,2056000014.46,198164571583.67,49484509022.19,148680062561.48,1031999890195.49,1178286575430.23,1180233670142.71,8,13,13,125,D,PG,2,1.12,2022,3,2022,2,06,30
2022-06-30,49750781,49750794,Railroad Retirement,5752104487.26,1468082639.09,4284021848.17,10244479987.81,11431904179.43,-1187424191.62,2589778000.00,2440337000.00,2334919000.00,8,14,14,130,D,PG,2,1.13,2022,3,2022,2,06,30
2022-06-30,49750781,49750795,Unemployment,2229901473.67,2401567247.61,-171665773.94,55548340864.37,26238955284.96,29309385579.41,53135035000.00,76428794000.00,76046423000.00,8,15,15,150,D,PG,2,1.14,2022,3,2022,2,06,30
2022-06-30,49750781,49750796,Veterans Life Insurance,18536021.99,36409307.59,-17873285.60,53481148.79,445315574.14,-391834425.35,2541170000.00,2175906000.00,2156071000.00,8,16,16,160,D,PG,2,1.15,2022,3,2022,2,06,30
2022-06-30,49750781,49750797,All Other Trust,720653460.83,793923718.54,-73270257.71,8306851214.56,3910969167.26,4395882047.30,181749320315.19,219093150348.19,235815938311.42,8,17,17,170,D,PG,2,1.16,2022,3,2022,2,06,30
2022-06-30,49750781,49750798,Total Trust Fund Receipts and Outlays and Investments Held from Table 6-D,299848687717.99,235871663553.16,63977024164.83,2238031059735.93,1838107754885.30,399923304850.63,5355448439816.49,5739018228861.84,5796514906682.61,8,18,18,190,T,SLU,2,1.17,2022,3,2022,2,06,30
